,Unnamed: 0,eventType,outcome,cross,keyPass,assist,subEventType,bodyPart,xG,eventTypes,eventId,eventPeriod,eventTime,teamId,playerId,x,y,relativeEvent_eventId,relativeEvent_playerId,relativeEvent_x,relativeEvent_y,ballPosition_x,ballPosition_y,playerName,playerLastName,time_sec,time_min,relative_real_x,relative_real_y,real_x,real_y,passDistance,passAngle,Angle,Distance,teamName
222,222,Pass,Successful,False,False,False,,,,,41256522,FIRST_HALF,1473762,10758,210330.0,0.952585,0.419416,41256523.0,210329.0,0.588077,0.290483,,,Vladimir,Coufal,1473.762,24.5627,39.989236,30.500715,64.77578,44.03868,28.242685067202107,208.64257417153195,Backward,middle,Czech
85,85,Pass,Successful,False,False,False,,,,,41256523,FIRST_HALF,1477210,10758,210329.0,0.588077,0.290483,41256524.0,210332.0,0.312851,0.294872,,,Vladimir,Darida,1477.21,24.620166666666663,21.273868,30.961560000000002,39.989236,30.500715,18.721041036476816,178.5894405713243,Backward,middle,Czech
1556,1556,Pass,Successful,False,False,False,,,,,41256528,FIRST_HALF,1479483,10758,210332.0,0.312273,0.300894,41256529.0,210333.0,0.0135217,0.453225,,,Jakub,Brabec,1479.483,24.65805,0.9194756,47.588625,21.234564000000002,31.59387,25.85604386231273,141.78544727676865,Backward,middle,Czech
1775,1775,Pass,Unsuccessful,False,False,False,,,,,41256538,FIRST_HALF,1481706,10758,210333.0,0.0210346,0.453245,41256539.0,,0.0329221,0.550441,,,Jan,Boril,1481.706,24.6951,2.2387028,57.796305,1.4303528,47.590725,10.237543301930398,85.47124702163933,Side,short,Czech
1776,1776,Pass,Unsuccessful,False,False,False,,,,,41256620,FIRST_HALF,1509163,10758,210333.0,0.0,0.582432,41256621.0,,0.0750437,0.722538,,,Jan,Boril,1509.163,25.152716666666667,5.1029716,75.86649,0.0,61.155359999999995,15.57105214901378,70.86945015761603,Side,middle,Czech
1011,1011,Pass,Successful,False,False,False,,,,,41256628,FIRST_HALF,1511630,10758,210326.0,0.0451401,0.76429,41256629.0,210328.0,0.0369605,0.912257,,,Michael,Krmencik,1511.63,25.19383333333333,2.513314,95.786985,3.0695268,80.25045,15.546488107772406,92.05033113649114,Side,middle,Czech
1864,1864,Pass,Unsuccessful,True,False,False,,,,,41256629,FIRST_HALF,1513569,10758,210328.0,0.0369605,0.912257,41256630.0,,0.335396,0.906779,,,Jakub,Jankto,1513.569,25.22615,22.806928000000003,95.211795,2.513314,95.786985,20.301763783403057,358.3764775149575,Forward,middle,Czech
1778,1778,Pass,Unsuccessful,False,False,False,,,,,41256645,FIRST_HALF,1525250,10758,210333.0,0.0,0.907884,41256646.0,,0.190968,0.90385,,,Jan,Boril,1525.25,25.42083333333333,12.985824,94.90425,0.0,95.32782,12.992730140500726,358.1317957109816,Forward,short,Czech
349,349,Pass,Unsuccessful,False,False,False,,,,,41257603,FIRST_HALF,1527496,10757,210309.0,0.814562,0.0621455,41257604.0,,0.824104,0.0665035,,,Leonardo,Bonucci,1527.496,25.458266666666667,56.039072,6.982867499999999,55.390216,6.5252775,0.7939790405520748,35.19247825745134,Forward,short,Italy
1911,1911,Pass,Successful,False,False,False,,,,,41257619,FIRST_HALF,1541136,10757,210308.0,0.371332,0.0452901,41257620.0,210307.0,0.541368,0.0526167,,,Giorgio,Chiellini,1541.136,25.6856,36.813024,5.5247535,25.250576,4.7554605,11.588011713514662,3.806492779143923,Forward,short,Italy
1048,1048,Pass,Successful,False,False,False,,,,,41257627,FIRST_HALF,1545225,10757,210307.0,0.627918,0.0577932,41257628.0,210309.0,0.788076,0.0355266,,,Gianluigi,Donnarumma,1545.225,25.75375,53.589168,3.7302929999999996,42.698423999999996,6.0682860000000005,11.138874096675352,347.88380609837554,Forward,short,Italy
351,351,Pass,Successful,False,False,False,,,,,41257630,FIRST_HALF,1548470,10757,210309.0,0.82594,0.0523111,41257631.0,210306.0,0.987709,0.125487,,,Leonardo,Bonucci,1548.47,25.80783333333333,67.16421199999999,13.176134999999999,56.16392,5.4926655,13.417977777694153,34.933478458492516,Forward,short,Italy
2039,2039,Pass,Successful,False,False,False,,,,,41257635,FIRST_HALF,1553043,10757,210306.0,0.951358,0.0809297,41257636.0,210309.0,0.899166,0.105121,,,Alessandro,Florenzi,1553.043,25.88405,61.143288,11.037705,64.692344,8.4976185,4.364382879470854,144.40841183824182,Backward,short,Italy
352,352,Pass,Successful,False,False,False,,,,,41257636,FIRST_HALF,1554182,10757,210309.0,0.899166,0.105121,41257637.0,210305.0,0.807184,0.285431,,,Leonardo,Bonucci,1554.182,25.903033333333333,54.888512,29.970254999999998,61.143288,11.037705,19.938998779093097,108.28208574748061,Side,middle,Italy
528,528,Pass,Successful,False,False,False,,,,,41257647,FIRST_HALF,1556542,10757,210305.0,0.837856,0.275328,41257648.0,210303.0,0.777214,0.196179,,,Ciro,Immobile,1556.542,25.942366666666665,52.850552,20.598795,56.974208000000004,28.909440000000004,9.277465123748033,243.6098686482256,Side,short,Italy
1259,1259,Pass,Unsuccessful,False,False,False,,,,,41257648,FIRST_HALF,1557608,10757,210303.0,0.777214,0.196179,41257649.0,,0.639588,0.488436,,,Jorginho,,1557.608,25.96013333333333,43.491984,51.285779999999995,52.850552,20.598795,32.08229797568823,106.9600618592807,Side,long,Italy
224,224,Pass,Unsuccessful,False,False,False,,,,,41256675,FIRST_HALF,1560581,10758,210330.0,0.342604,0.523308,41256676.0,,0.158201,0.603731,,,Vladimir,Coufal,1560.581,26.00968333333333,10.757668,63.391755,23.297072,54.94734,15.117698150427568,146.0424796856678,Backward,middle,Czech
2172,2172,Pass,Successful,False,False,False,,,,,41257660,FIRST_HALF,1561925,10757,210310.0,0.844699,0.403105,41257661.0,210305.0,0.656603,0.428499,,,Domenico,Berardi,1561.925,26.032083333333333,44.649004000000005,44.992395,57.439532,42.326025,13.065494077748605,168.22451297367502,Backward,short,Italy
529,529,Pass,Unsuccessful,False,False,False,,,,,41257661,FIRST_HALF,1563314,10757,210305.0,0.656603,0.428499,41257662.0,,0.593621,0.527397,,,Ciro,Immobile,1563.314,26.055233333333334,40.366228,55.376685,44.649004000000005,44.992395,11.232793466910893,112.41264103530159,Side,short,Italy
226,226,Pass,Successful,False,False,False,,,,,41256708,FIRST_HALF,1567299,10758,210330.0,0.36326,0.434956,41256709.0,210333.0,0.143873,0.441904,,,Vladimir,Coufal,1567.299,26.12165,9.783364,46.39992,24.701680000000003,45.67038,14.936143440910579,177.20033478313724,Backward,short,Czech
1780,1780,Pass,Successful,False,False,False,,,,,41256709,FIRST_HALF,1568367,10758,210333.0,0.143873,0.441904,41256710.0,210327.0,0.112353,0.522915,,,Jan,Boril,1568.367,26.13945,7.640003999999999,54.906075,9.783364,46.39992,8.772038815100228,104.14283338743905,Side,short,Czech
2043,2043,Pass,Successful,False,False,False,,,,,41257696,FIRST_HALF,1577455,10757,210306.0,0.96006,0.206536,41257697.0,210309.0,0.8006,0.149259,,,Alessandro,Florenzi,1577.455,26.290916666666664,54.440799999999996,15.672195,65.28408,21.68628,12.399433033232816,209.01437451608075,Backward,short,Italy
355,355,Pass,Successful,False,False,False,,,,,41257706,FIRST_HALF,1579456,10757,210309.0,0.787231,0.157655,41257707.0,210301.0,0.671967,0.244897,,,Leonardo,Bonucci,1579.456,26.324266666666663,45.693756,25.714185,53.531708,16.553774999999998,12.055977891585737,130.5513983622145,Backward,short,Italy
1372,1372,Pass,Successful,False,False,False,,,,,41257707,FIRST_HALF,1580127,10757,210301.0,0.671967,0.244897,41257708.0,210309.0,0.768933,0.145532,,,Manuel,Locatelli,1580.127,26.33545,52.287444,15.280859999999999,45.693756,25.714185,12.342244204234861,302.2922060381652,Forward,short,Italy
357,357,Pass,Successful,False,False,False,,,,,41257711,FIRST_HALF,1582152,10757,210309.0,0.760465,0.139405,41257712.0,210307.0,0.568166,0.0402721,,,Leonardo,Bonucci,1582.152,26.3692,38.635287999999996,4.2285705,51.711619999999996,14.637525,16.713371663350703,218.5203104705503,Backward,middle,Italy
1050,1050,Pass,Unsuccessful,False,False,False,,,,,41257713,FIRST_HALF,1585433,10757,210307.0,0.615953,0.0172099,41257714.0,,1.0,0.235136,,,Gianluigi,Donnarumma,1585.433,26.423883333333333,68.0,24.68928,41.884803999999995,1.8070395000000001,34.72175675881415,41.22497413082107,Forward,long,Italy
1782,1782,Pass,Successful,False,False,False,,,,,41256746,FIRST_HALF,1598884,10758,210333.0,0.0,0.715296,41256747.0,210332.0,0.128473,0.551469,,,Jan,Boril,1598.884,26.64806666666667,8.736164,57.904244999999996,0.0,75.10608,19.29309951257499,296.9242992954505,Side,middle,Czech
1558,1558,Pass,Successful,False,False,False,,,,,41256753,FIRST_HALF,1601878,10758,210332.0,0.15993,0.552124,41256754.0,210329.0,0.236833,0.628537,,,Jakub,Brabec,1601.878,26.697966666666662,16.104644,65.996385,10.87524,57.97301999999999,9.577110844009335,56.904820476580824,Forward,short,Czech
87,87,Pass,Successful,False,False,False,,,,,41256754,FIRST_HALF,1602670,10758,210329.0,0.236833,0.628537,41256755.0,210332.0,0.174396,0.537174,,,Vladimir,Darida,1602.67,26.711166666666667,11.858927999999999,56.403270000000006,16.104644,65.996385,10.490660596734648,246.12680109020928,Side,short,Czech
1560,1560,Pass,Successful,False,False,False,,,,,41256772,FIRST_HALF,1605826,10758,210332.0,0.20989,0.534811,41256773.0,210325.0,0.860361,0.837552,,,Jakub,Brabec,1605.826,26.763766666666665,58.504548,87.94296,14.27252,56.155155,54.469595626466784,35.7033046001053,Forward,long,Czech
617,617,Pass,Unsuccessful,False,False,False,,,,,41257766,FIRST_HALF,1613910,10757,210302.0,0.210683,0.00466835,41257767.0,,0.0533807,0.194768,,,Leonardo,Spinazzola,1613.91,26.8985,3.6298876,20.45064,14.326444,0.49017675,22.645891723952527,118.1862867579805,Side,middle,Italy
227,227,Pass,Successful,False,False,False,,,,,41256800,FIRST_HALF,1616798,10758,210330.0,0.930638,0.806877,41256801.0,210327.0,0.791681,0.754359,,,Vladimir,Coufal,1616.798,26.94663333333333,53.834308,79.207695,63.283384,84.72208499999999,10.94045402741019,210.2674251317802,Backward,short,Czech
939,939,Pass,Successful,False,False,False,,,,,41256806,FIRST_HALF,1618601,10758,210327.0,0.827644,0.752953,41256807.0,210329.0,0.922474,0.695377,,,Alex,Kral,1618.601,26.97668333333333,62.728232,73.014585,56.279792,79.060065,8.83912930463176,316.84729106490687,Forward,short,Czech
90,90,Pass,Unsuccessful,True,False,False,,,,,41256817,FIRST_HALF,1621056,10758,210329.0,0.918872,0.745177,41256818.0,,0.879591,0.766768,,,Vladimir,Darida,1621.056,27.0176,59.812188,80.51064,62.483296,78.243585,3.5034777465668334,139.6776654474118,Backward,short,Czech
1052,1052,Pass,Successful,False,False,False,,,,,41257790,FIRST_HALF,1626735,10757,210307.0,0.431609,0.0661585,41257791.0,210311.0,0.732973,0.296277,,,Gianluigi,Donnarumma,1626.735,27.11225,49.842164,31.109085,29.349412,6.946642499999999,31.682432231432454,49.697916529307804,Forward,long,Italy
1138,1138,Pass,Successful,True,True,False,,,,,41257819,FIRST_HALF,1636521,10757,210311.0,0.778428,0.799713,41257820.0,210305.0,0.396579,0.94472,,,Nicolo,Barella,1636.521,27.27535,26.967372,99.1956,52.933104,83.969865,30.100535619587387,149.6135766519048,Backward,long,Italy
1678,1678,Pass,Successful,False,False,False,,,,,41256857,FIRST_HALF,1651641,10758,210324.0,0.504278,0.0491615,41256858.0,210332.0,0.367766,0.0590201,,,Jiri,Pavlenka,1651.641,27.52735,25.008087999999997,6.1971105,34.290904,5.1619575,9.340354095175675,173.63707365659388,Backward,short,Czech
1562,1562,Pass,Successful,False,False,False,,,,,41256863,FIRST_HALF,1656397,10758,210332.0,0.296525,0.145868,41256864.0,210334.0,0.245865,0.26318,,,Jakub,Brabec,1656.397,27.606616666666664,16.71882,27.633900000000004,20.1637,15.316139999999999,12.790403028521037,105.62459140553273,Side,short,Czech
34,34,Pass,Unsuccessful,False,False,False,,,,,41256894,FIRST_HALF,1660340,10758,210334.0,0.155953,0.346639,41256895.0,,0.0,0.468894,,,Antonin,Barak,1660.34,27.67233333333333,0.0,49.233869999999996,10.604804000000001,36.397095,16.65066546054664,129.56102522504818,Backward,middle,Czech
2044,2044,Pass,Successful,False,False,False,,,,,41257890,FIRST_HALF,1680390,10757,210306.0,1.0,0.50132,41257891.0,210311.0,0.922896,0.522333,,,Alessandro,Florenzi,1680.39,28.006500000000003,62.756928,54.844965,68.0,52.6386,5.688396128119859,157.17789641242211,Backward,short,Italy
1139,1139,Pass,Successful,False,False,False,,,,,41257891,FIRST_HALF,1681163,10757,210311.0,0.922896,0.522333,41257892.0,210306.0,0.927141,0.467333,,,Nicolo,Barella,1681.163,28.019383333333334,63.045588,49.069964999999996,62.756928,54.844965,5.78220975022526,272.86151453091657,Side,short,Italy
2046,2046,Pass,Successful,False,False,False,,,,,41257892,FIRST_HALF,1682471,10757,210306.0,0.927141,0.467333,41257893.0,210302.0,0.255358,0.541145,,,Alessandro,Florenzi,1682.471,28.041183333333333,17.364344,56.820225,63.045588,49.069964999999996,46.33403266989758,170.37091334583306,Backward,long,Italy
619,619,Pass,Successful,False,True,False,,,,,41257885,FIRST_HALF,1688402,10757,210302.0,0.152931,0.622611,41257886.0,210304.0,0.0689952,0.73044,,,Leonardo,Spinazzola,1688.402,28.14003333333333,4.6916736000000006,76.6962,10.399308000000001,65.374155,12.67934514973421,116.75344575108306,Side,short,Italy
2050,2050,Pass,Successful,False,False,False,,,,,41257911,FIRST_HALF,1699651,10757,210306.0,0.671982,0.814678,41257912.0,210311.0,0.793503,0.912375,,,Alessandro,Florenzi,1699.651,28.327516666666668,53.958203999999995,95.79937500000001,45.694776,85.54119,13.172494137611494,51.14699798139708,Forward,short,Italy
1141,1141,Pass,Unsuccessful,True,False,False,,,,,41257912,FIRST_HALF,1701379,10757,210311.0,0.793503,0.912375,41257913.0,,0.499726,0.94326,,,Nicolo,Barella,1701.379,28.356316666666665,33.981368,99.0423,53.958203999999995,95.79937500000001,20.23834329006504,170.77936558399654,Backward,middle,Italy
1376,1376,Pass,Successful,False,False,False,,,,,41257923,FIRST_HALF,1708072,10757,210301.0,0.107962,0.675427,41257924.0,210304.0,0.168785,0.725403,,,Manuel,Locatelli,1708.072,28.467866666666666,11.47738,76.167315,7.341416000000001,70.919835,6.6814852061271495,51.755493018632194,Forward,short,Italy
717,717,Pass,Successful,False,False,False,,,,,41257928,FIRST_HALF,1710056,10757,210304.0,0.17324,0.677458,41257929.0,210308.0,0.221914,0.531866,,,Lorenzo,Insigne,1710.056,28.50093333333333,15.090152,55.845929999999996,11.78032,71.13309,15.641363391144138,282.2165807331299,Side,middle,Italy
1913,1913,Pass,Successful,False,False,False,,,,,41257929,FIRST_HALF,1711116,10757,210308.0,0.221914,0.531866,41257930.0,210309.0,0.588079,0.525391,,,Giorgio,Chiellini,1711.116,28.5186,39.989372,55.16605500000001,15.090152,55.845929999999996,24.908500288536544,358.43592323397326,Forward,middle,Italy
359,359,Pass,Unsuccessful,False,False,False,,,,,41257947,FIRST_HALF,1714962,10757,210309.0,0.646631,0.577064,41257948.0,210302.0,0.0281656,0.967127,,,Leonardo,Bonucci,1714.962,28.5827,1.9152608,101.548335,43.970907999999994,60.59172,58.70367768435885,135.75851718977106,Backward,long,Italy
621,621,Pass,Successful,False,False,False,,,,,41257977,FIRST_HALF,1739134,10757,210302.0,0.0,0.915459,41257978.0,210301.0,0.0520061,0.869989,,,Leonardo,Spinazzola,1739.134,28.985566666666667,3.5364148,91.348845,0.0,96.123195,5.941434806522666,306.52776464608576,Forward,short,Italy
1377,1377,Pass,Successful,False,False,False,,,,,41257978,FIRST_HALF,1739980,10757,210301.0,0.0520061,0.869989,41257979.0,210311.0,0.207715,0.902924,,,Manuel,Locatelli,1739.98,28.999666666666663,14.12462,94.80702,3.5364148,91.348845,11.138629345118368,18.087366384724646,Forward,short,Italy
1143,1143,Pass,Successful,False,False,False,,,,,41257979,FIRST_HALF,1741713,10757,210311.0,0.207715,0.902924,41257980.0,210304.0,0.227881,0.861156,,,Nicolo,Barella,1741.713,29.02855,15.495908,90.42138,14.12462,94.80702,4.5950265492752,287.3632542437954,Side,short,Italy
719,719,Pass,Unsuccessful,True,False,False,,,,,41257987,FIRST_HALF,1743328,10757,210304.0,0.259952,0.853104,41257988.0,,0.822346,1.0,,,Lorenzo,Insigne,1743.328,29.055466666666668,55.919528,105.0,17.676736000000002,89.57592,41.23606896639959,21.96520229570433,Forward,long,Italy
1680,1680,Pass,Unsuccessful,False,False,False,,,,,41256979,FIRST_HALF,1767405,10758,210324.0,0.503003,0.0506507,41256980.0,,0.651045,0.629667,,,Jiri,Pavlenka,1767.405,29.45675,44.27106,66.11503499999999,34.204204,5.3183235,61.62452205850336,80.59814190308418,Side,long,Czech
1915,1915,Pass,Successful,False,False,False,,,,,41258021,FIRST_HALF,1770813,10757,210308.0,0.36055,0.367232,41258022.0,210302.0,0.0829547,0.458814,,,Giorgio,Chiellini,1770.813,29.51355,5.6409196,48.17547,24.5174,38.55936,21.184689844878164,153.00466817418635,Backward,middle,Italy
624,624,Pass,Successful,False,False,False,,,,,41258024,FIRST_HALF,1774940,10757,210302.0,0.0884318,0.457688,41258025.0,210303.0,0.296698,0.400626,,,Leonardo,Spinazzola,1774.94,29.58233333333333,20.175464,42.065729999999995,6.0133624,48.05724,15.377363682010731,337.06840869251664,Forward,middle,Italy
1262,1262,Pass,Successful,False,False,False,,,,,41258033,FIRST_HALF,1778561,10757,210303.0,0.378561,0.314894,41258034.0,210309.0,0.655926,0.238544,,,Jorginho,,1778.561,29.64268333333333,44.602968000000004,25.04712,25.742148,33.06387,20.493872538758996,336.9721884168682,Forward,middle,Italy
361,361,Pass,Successful,False,False,False,,,,,41258040,FIRST_HALF,1780994,10757,210309.0,0.694065,0.252966,41258041.0,210306.0,0.930926,0.419083,,,Leonardo,Bonucci,1780.994,29.68323333333333,63.302968,44.003715,47.19642,26.56143,23.741402538551274,47.280010491603775,Forward,middle,Italy
2052,2052,Pass,Successful,False,False,False,,,,,41258050,FIRST_HALF,1784358,10757,210306.0,0.903268,0.476635,41258051.0,210311.0,0.790514,0.469638,,,Alessandro,Florenzi,1784.358,29.7393,53.754952,49.31199,61.422224,50.046675,7.702390665969167,185.47342301913963,Backward,short,Italy
1146,1146,Pass,Successful,False,False,False,,,,,41258054,FIRST_HALF,1786158,10757,210311.0,0.778711,0.489369,41258055.0,210303.0,0.622715,0.424935,,,Nicolo,Barella,1786.158,29.7693,42.34462,44.618175,52.952348,51.383745,12.581606842803664,212.52958126847224,Backward,short,Italy
1263,1263,Pass,Successful,False,False,False,,,,,41258055,FIRST_HALF,1787116,10757,210303.0,0.622715,0.424935,41258056.0,210309.0,0.736821,0.382181,,,Jorginho,,1787.116,29.785266666666665,50.10382799999999,40.129005,42.34462,44.618175,8.964259929083042,329.9480283863967,Forward,short,Italy
363,363,Pass,Successful,False,False,False,,,,,41258067,FIRST_HALF,1789788,10757,210309.0,0.708906,0.396091,41258068.0,210301.0,0.359671,0.510147,,,Leonardo,Bonucci,1789.788,29.8298,24.457628,53.565435,48.205608000000005,41.589555000000004,26.59677153067267,153.23862585300776,Backward,middle,Italy
1380,1380,Pass,Successful,False,False,False,,,,,41258071,FIRST_HALF,1792902,10757,210301.0,0.330415,0.52209,41258072.0,210304.0,0.333131,0.604512,,,Manuel,Locatelli,1792.902,29.8817,22.652908,63.473760000000006,22.468220000000002,54.81945,8.656280450253679,88.77746036716059,Side,short,Italy
721,721,Pass,Successful,False,False,False,,,,,41258080,FIRST_HALF,1795364,10757,210304.0,0.412941,0.587373,41258081.0,210306.0,0.900799,0.655457,,,Lorenzo,Insigne,1795.364,29.922733333333333,61.254332,68.82298499999999,28.079988,61.674165,33.93586196375061,12.160845020413376,Forward,long,Italy
2054,2054,Pass,Unsuccessful,True,False,False,,,,,41258089,FIRST_HALF,1799860,10757,210306.0,0.899484,0.753205,41258090.0,,0.0531232,0.919562,,,Alessandro,Florenzi,1799.86,29.997666666666664,3.6123776000000003,96.55401,61.164911999999994,79.086525,60.144885469077146,163.1166910846032,Backward,long,Italy
880,880,Pass,Unsuccessful,False,False,False,,,,,41257029,FIRST_HALF,1807389,10758,210325.0,0.997886,0.0836515,41257030.0,210334.0,0.770403,0.432463,,,Lukas,Masopust,1807.389,30.12315,52.387404,45.408615,67.85624800000001,8.783407500000001,39.75790436019474,112.89701388612713,Side,long,Czech
1917,1917,Pass,Successful,False,False,False,,,,,41258126,FIRST_HALF,1809823,10757,210308.0,0.220049,0.572104,41258127.0,210304.0,0.191855,0.699766,,,Giorgio,Chiellini,1809.823,30.16371666666667,13.04614,73.47543,14.963332,60.070919999999994,13.540919965237377,98.13957737342088,Side,short,Italy
722,722,Pass,Unsuccessful,False,False,False,,,,,41258127,FIRST_HALF,1811512,10757,210304.0,0.191855,0.699766,41258128.0,210303.0,0.261905,0.663333,,,Lorenzo,Insigne,1811.512,30.191866666666662,17.80954,69.649965,13.04614,73.47543,6.109350376776982,321.2322099094396,Forward,short,Italy
1149,1149,Pass,Successful,False,False,False,,,,,41258144,FIRST_HALF,1817895,10757,210311.0,0.415284,0.566905,41258145.0,210309.0,0.676683,0.350575,,,Nicolo,Barella,1817.895,30.29825,46.014444000000005,36.810375,28.239311999999998,59.525025,28.842861200649356,308.0446168165229,Forward,middle,Italy
365,365,Pass,Successful,False,False,False,,,,,41258151,FIRST_HALF,1825046,10757,210309.0,0.644036,0.297744,41258152.0,210308.0,0.25126,0.347096,,,Leonardo,Bonucci,1825.046,30.41743333333333,17.08568,36.445080000000004,43.794448,31.26312,27.206818952597605,169.02004931906345,Backward,middle,Italy
1921,1921,Pass,Successful,False,False,False,,,,,41258167,FIRST_HALF,1829832,10757,210308.0,0.208102,0.425854,41258168.0,210305.0,0.312563,0.658182,,,Giorgio,Chiellini,1829.832,30.497200000000003,21.254284,69.10911,14.150936000000002,44.71467,25.407602321405776,73.76511768128046,Side,middle,Italy
533,533,Pass,Unsuccessful,False,False,False,,,,,41258168,FIRST_HALF,1831564,10757,210305.0,0.312563,0.658182,41258169.0,,0.294144,0.541209,,,Ciro,Immobile,1831.564,30.52606666666667,20.001792000000002,56.826945,21.254284,69.10911,12.345862193354053,264.17730599294134,Side,short,Italy
881,881,Pass,Successful,False,False,False,,,,,41257080,FIRST_HALF,1834555,10758,210325.0,0.70884,0.456213,41257081.0,210329.0,0.541587,0.429291,,,Lukas,Masopust,1834.555,30.575916666666668,36.827916,45.075554999999994,48.20112,47.902364999999996,11.719241613761364,193.95802563461945,Backward,short,Czech
93,93,Pass,Successful,False,False,False,,,,,41257088,FIRST_HALF,1838400,10758,210329.0,0.435905,0.411805,41257089.0,210332.0,0.431094,0.310864,,,Vladimir,Darida,1838.4,30.64,29.314391999999998,32.640719999999995,29.64154,43.239525,10.60385275463259,268.2320412264243,Side,short,Czech
1565,1565,Pass,Unsuccessful,False,False,False,,,,,41257105,FIRST_HALF,1844749,10758,210332.0,0.0372121,0.246189,41257106.0,210333.0,0.0602212,0.292002,,,Jakub,Brabec,1844.749,30.745816666666663,4.0950416,30.66021,2.5304227999999998,25.849845,5.058423017358122,71.98237128505394,Side,short,Czech
2175,2175,Pass,Successful,False,False,False,,,,,41258191,FIRST_HALF,1848481,10757,210310.0,0.928558,0.618753,41258192.0,210301.0,0.726578,0.637728,,,Domenico,Berardi,1848.481,30.808016666666667,49.407303999999996,66.96144,63.141944,64.969065,13.878396667851266,171.7461309481863,Backward,short,Italy
537,537,Pass,Successful,False,False,False,,,,,41258204,FIRST_HALF,1852814,10757,210305.0,0.779445,0.700721,41258205.0,210311.0,0.75156,0.634284,,,Ciro,Immobile,1852.814,30.880233333333333,51.10608,66.59982,53.00226000000001,73.575705,7.2290020144986205,254.7933152191162,Side,short,Italy
1150,1150,Pass,Successful,False,False,False,,,,,41258205,FIRST_HALF,1853862,10757,210311.0,0.75156,0.634284,41258206.0,210303.0,0.943338,0.648504,,,Nicolo,Barella,1853.862,30.8977,64.146984,68.09291999999999,51.10608,66.59982,13.12610089658068,6.531558683250864,Forward,short,Italy
1266,1266,Pass,Successful,False,False,False,,,,,41258206,FIRST_HALF,1854927,10757,210303.0,0.943338,0.648504,41258207.0,210310.0,0.832857,0.609396,,,Jorginho,,1854.927,30.91545,56.634276,63.986580000000004,64.146984,68.09291999999999,8.561706003412167,208.66039259024186,Backward,short,Italy
2177,2177,Pass,Successful,False,False,False,,,,,41258209,FIRST_HALF,1857516,10757,210310.0,0.813334,0.60253,41258210.0,210306.0,0.887569,0.510646,,,Domenico,Berardi,1857.516,30.9586,60.354692,53.617830000000005,55.306712,63.26565,10.888642377854088,297.6196860557517,Side,short,Italy
2056,2056,Pass,Successful,False,False,False,,,,,41258217,FIRST_HALF,1859497,10757,210306.0,0.877186,0.505616,41258218.0,210309.0,0.725547,0.412262,,,Alessandro,Florenzi,1859.497,30.99161666666667,49.337196000000006,43.287510000000005,59.648648,53.089679999999994,14.227036903628377,223.54956627266054,Backward,short,Italy
367,367,Pass,Successful,False,False,False,,,,,41258226,FIRST_HALF,1865069,10757,210309.0,0.64852,0.421546,41258227.0,210301.0,0.549198,0.544526,,,Leonardo,Bonucci,1865.069,31.08448333333333,37.345464,57.17522999999999,44.09936,44.26233,14.57251171174056,117.61113256228595,Side,short,Italy
1384,1384,Pass,Successful,False,False,False,,,,,41258228,FIRST_HALF,1867797,10757,210301.0,0.437858,0.494338,41258229.0,210302.0,0.0645425,0.682958,,,Manuel,Locatelli,1867.797,31.12995,4.38889,71.71059,29.774344000000003,51.90549,32.19725548546205,142.03953085032776,Backward,long,Italy
628,628,Pass,Successful,False,False,False,,,,,41258242,FIRST_HALF,1878306,10757,210302.0,0.0538853,0.92178,41258243.0,210304.0,0.0599933,0.725603,,,Leonardo,Spinazzola,1878.306,31.3051,4.0795444,76.188315,3.6642004,96.7869,20.602772013507334,271.1551392427611,Side,middle,Italy
725,725,Pass,Successful,False,False,False,,,,,41258245,FIRST_HALF,1881641,10757,210304.0,0.0595271,0.696674,41258246.0,210303.0,0.244806,0.649815,,,Lorenzo,Insigne,1881.641,31.36068333333333,16.646808,68.230575,4.0478428,73.15077000000001,13.525614327964409,338.6681746109555,Forward,short,Italy
1269,1269,Pass,Successful,False,False,False,,,,,41258274,FIRST_HALF,1883857,10757,210303.0,0.16193,0.652606,41258275.0,210304.0,0.0437165,0.637081,,,Jorginho,,1883.857,31.397616666666668,2.972722,66.893505,11.011239999999999,68.52363,8.202138693776702,191.4635151041706,Backward,short,Italy
727,727,Pass,Successful,False,False,False,,,,,41258252,FIRST_HALF,1885643,10757,210304.0,0.0408339,0.619191,41258253.0,210308.0,0.111501,0.471859,,,Lorenzo,Insigne,1885.643,31.42738333333333,7.5820680000000005,49.545195,2.7767052,65.015055,16.199014786684526,287.2562274584234,Side,middle,Italy
1923,1923,Pass,Successful,False,False,False,,,,,41258256,FIRST_HALF,1891045,10757,210308.0,0.2103,0.545932,41258257.0,210306.0,0.94593,0.693112,,,Giorgio,Chiellini,1891.045,31.51741666666667,64.32324,72.77676,14.3004,57.32286,52.355587542072335,17.167847535181295,Forward,long,Italy
2058,2058,Pass,Successful,False,False,False,,,,,41258262,FIRST_HALF,1895550,10757,210306.0,0.945698,0.701354,41258263.0,210311.0,0.81189,0.685517,,,Alessandro,Florenzi,1895.55,31.5925,55.20852,71.979285,64.307464,73.64217000000001,9.249646935876036,190.35684162935024,Backward,short,Italy
