,eventType,outcome,cross,keyPass,assist,subEventType,bodyPart,xG,eventTypes,eventId,eventPeriod,eventTime,teamId,playerId,x,y,relativeEvent_eventId,relativeEvent_playerId,relativeEvent_x,relativeEvent_y,ballPosition_x,ballPosition_y,playerName,playerLastName,time_sec,time_min
0,Pass,Successful,False,False,False,,,,,41254878,FIRST_HALF,996,10758,210334.0,0.49898,0.50017,41254879.0,210329.0,0.492469,0.403253,,,Antonin,Barak,0.996,0.0166
1,Pass,Successful,False,False,False,,,,,41254892,FIRST_HALF,15767,10758,210334.0,0.836761,0.540591,41254893.0,210327.0,0.852462,0.487489,,,Antonin,Barak,15.767,0.2627833333333333
2,Pass Received,,,,,,,,,41254892,FIRST_HALF,15767,10758,210334.0,0.836761,0.540591,41254893.0,210327.0,0.852462,0.487489,,,Antonin,Barak,15.767,0.2627833333333333
3,Pass Received,,,,,,,,,41254897,FIRST_HALF,20227,10758,210334.0,0.806378,0.708887,,,,,,,Antonin,Barak,20.227,0.3371166666666667
4,Pass,Successful,False,False,False,,,,,41254900,FIRST_HALF,20904,10758,210334.0,0.839958,0.731851,41254901.0,210326.0,0.91417,0.918279,,,Antonin,Barak,20.904,0.3484
5,Pass,Successful,False,False,False,,,,,41255010,FIRST_HALF,79051,10758,210334.0,0.719833,0.670807,41255011.0,210329.0,0.59336,0.590763,,,Antonin,Barak,79.051,1.3175166666666667
6,Pass Received,,,,,,,,,41255010,FIRST_HALF,79051,10758,210334.0,0.719833,0.670807,41255011.0,210329.0,0.59336,0.590763,,,Antonin,Barak,79.051,1.3175166666666667
7,Pass Received,,,,,,,,,41255121,FIRST_HALF,174179,10758,210334.0,0.378257,0.981604,,,,,,,Antonin,Barak,174.179,2.9029833333333332
8,Pass,Successful,False,False,False,,,,,41255124,FIRST_HALF,176242,10758,210334.0,0.297963,0.994125,41255125.0,210328.0,0.223296,0.960923,,,Antonin,Barak,176.242,2.9373666666666667
9,Pass,Successful,False,False,False,,,,,41255197,FIRST_HALF,234823,10758,210334.0,0.429428,0.414142,41255198.0,210328.0,0.290901,0.42607,,,Antonin,Barak,234.823,3.9137166666666667
10,Pass Received,,,,,,,,,41255197,FIRST_HALF,234823,10758,210334.0,0.429428,0.414142,41255198.0,210328.0,0.290901,0.42607,,,Antonin,Barak,234.823,3.9137166666666667
11,Recovery,,,,,,,,,41255222,FIRST_HALF,265821,10758,210334.0,0.0832992,0.141446,,,,,,,Antonin,Barak,265.821,4.430350000000001
12,Pass,Successful,False,False,False,,,,,41255227,FIRST_HALF,266466,10758,210334.0,0.111278,0.154799,41255228.0,210333.0,0.117971,0.141397,,,Antonin,Barak,266.466,4.4411000000000005
13,Pass Received,,,,,,,,,41255267,FIRST_HALF,326332,10758,210334.0,0.653565,0.683589,,,,,,,Antonin,Barak,326.332,5.438866666666667
14,Pass,Successful,False,False,False,,,,,41255268,FIRST_HALF,327756,10758,210334.0,0.566493,0.661532,41255269.0,210333.0,0.231728,0.577221,,,Antonin,Barak,327.756,5.462599999999999
15,Duel,Successful,,,,Ground,,,,41255268,FIRST_HALF,327756,10758,210334.0,0.566493,0.661532,41255269.0,210333.0,0.231728,0.577221,,,Antonin,Barak,327.756,5.462599999999999
16,Pass Received,,,,,,,,,41255277,FIRST_HALF,332492,10758,210334.0,0.107343,0.695984,,,,,,,Antonin,Barak,332.492,5.541533333333334
17,Pass,Successful,False,False,False,,,,,41255281,FIRST_HALF,334277,10758,210334.0,0.0147045,0.629717,41255282.0,210332.0,0.211287,0.416493,,,Antonin,Barak,334.277,5.571283333333333
18,Pass Received,,,,,,,,,41255285,FIRST_HALF,339933,10758,210334.0,0.0733039,0.452115,,,,,,,Antonin,Barak,339.933,5.66555
19,Pass,Successful,False,False,False,,,,,41255290,FIRST_HALF,342578,10758,210334.0,0.18217,0.494874,41255291.0,210327.0,0.404179,0.503808,,,Antonin,Barak,342.578,5.709633333333333
20,Foul Won,,,,,,,,,41255664,FIRST_HALF,675813,10758,210334.0,0.74869,0.68949,,,,,,,Antonin,Barak,675.813,11.26355
21,Pass Received,,,,,,,,,41255772,FIRST_HALF,867405,10758,210334.0,0.0455596,0.902267,,,,,,,Antonin,Barak,867.405,14.45675
22,Pass,Unsuccessful,True,False,False,,,,,41255776,FIRST_HALF,868625,10758,210334.0,0.0900147,0.955733,41255777.0,,0.470119,0.941257,,,Antonin,Barak,868.625,14.477083333333333
23,Pass Received,,,,,,,,,41256075,FIRST_HALF,1209060,10758,210334.0,0.826758,0.621005,,,,,,,Antonin,Barak,1209.06,20.151
24,Pass,Successful,False,False,False,,,,,41256078,FIRST_HALF,1210454,10758,210334.0,0.878592,0.600493,41256079.0,210327.0,0.978552,0.563377,,,Antonin,Barak,1210.454,20.174233333333333
25,Pass Received,,,,,,,,,41256118,FIRST_HALF,1226343,10758,210334.0,0.280881,0.842696,,,,,,,Antonin,Barak,1226.343,20.43905
26,Pass,Successful,False,False,False,,,,,41256129,FIRST_HALF,1227294,10758,210334.0,0.250006,0.838346,41256130.0,210328.0,0.2368,0.782908,,,Antonin,Barak,1227.294,20.454900000000002
27,Pass Received,,,,,,,,,41256235,FIRST_HALF,1290920,10758,210334.0,0.758871,0.812388,,,,,,,Antonin,Barak,1290.92,21.515333333333334
28,Shot,Blocked,,,,,Left Foot,0.047201059566291434,,41256231,FIRST_HALF,1293131,10758,210334.0,0.726846,0.863739,,,,,,,Antonin,Barak,1293.131,21.552183333333335
29,Foul,,,,,Foul,,,,41256269,FIRST_HALF,1298212,10758,210334.0,0.83298,0.715401,,,,,,,Antonin,Barak,1298.212,21.636866666666666
30,Pass,Successful,False,False,False,,,,,41256320,FIRST_HALF,1398859,10758,210334.0,0.497797,0.499618,41256321.0,210327.0,0.575839,0.427516,,,Antonin,Barak,1398.859,23.314316666666667
31,Intervention,,,,,,,,,41256654,FIRST_HALF,1527659,10758,210334.0,0.176885,0.936176,,,,,,,Antonin,Barak,1527.659,25.460983333333335
32,Pass Received,,,,,,,,,41256864,FIRST_HALF,1657230,10758,210334.0,0.245865,0.26318,,,,,,,Antonin,Barak,1657.23,27.6205
33,Control Under Pressure,,,,,,,,,41256887,FIRST_HALF,1658630,10758,210334.0,0.204114,0.293603,,,,,,,Antonin,Barak,1658.63,27.643833333333337
34,Pass,Unsuccessful,False,False,False,,,,,41256894,FIRST_HALF,1660340,10758,210334.0,0.155953,0.346639,41256895.0,,0.0,0.468894,,,Antonin,Barak,1660.34,27.67233333333333
35,Duel,Unsuccessful,,,,Aerial,,,,41257030,FIRST_HALF,1809970,10758,210334.0,0.770403,0.432463,,,,,,,Antonin,Barak,1809.97,30.166166666666665
36,Duel,Unsuccessful,,,,Aerial,,,,41257275,FIRST_HALF,2016395,10758,210334.0,0.687946,0.557162,,,,,,,Antonin,Barak,2016.395,33.60658333333333
37,Pass Received,,,,,,,,,41257432,FIRST_HALF,2188731,10758,210334.0,0.508624,0.679503,,,,,,,Antonin,Barak,2188.731,36.47885
38,Pass,Successful,False,False,False,,,,,41257438,FIRST_HALF,2190453,10758,210334.0,0.402687,0.690852,41257439.0,210329.0,0.324227,0.673711,,,Antonin,Barak,2190.453,36.50755
39,Pass Received,,,,,,,,,41257581,FIRST_HALF,2304854,10758,210334.0,0.575327,0.27416,,,,,,,Antonin,Barak,2304.854,38.41423333333333
40,Pass,Successful,False,False,False,,,,,41257585,FIRST_HALF,2307208,10758,210334.0,0.570201,0.305536,41257586.0,210332.0,0.32227,0.296488,,,Antonin,Barak,2307.208,38.45346666666667
41,Intervention,,,,,,,,,41257673,FIRST_HALF,2413864,10758,210334.0,0.0534734,0.373328,,,,,,,Antonin,Barak,2413.864,40.23106666666667
42,Pass Received,,,,,,,,,41257720,FIRST_HALF,2488577,10758,210334.0,0.640692,0.301967,,,,,,,Antonin,Barak,2488.577,41.476283333333335
43,Pass,Successful,False,False,False,,,,,41257729,FIRST_HALF,2489473,10758,210334.0,0.647317,0.330045,41257730.0,210329.0,0.861699,0.386691,,,Antonin,Barak,2489.473,41.491216666666666
44,Pass,Successful,False,False,False,,,,,41257780,FIRST_HALF,2558938,10758,210334.0,0.495842,0.500354,41257781.0,210327.0,0.568018,0.424231,,,Antonin,Barak,2558.938,42.64896666666667
45,Pass Received,,,,,,,,,41257884,FIRST_HALF,2622374,10758,210334.0,0.622765,0.490466,,,,,,,Antonin,Barak,2622.374,43.70623333333333
46,Pass,Successful,False,False,False,,,,,41257888,FIRST_HALF,2626105,10758,210334.0,0.740016,0.409063,41257889.0,210330.0,0.905637,0.402985,,,Antonin,Barak,2626.105,43.76841666666667
47,Pass Received,,,,,,,,,41258070,FIRST_HALF,2786170,10758,210334.0,0.429981,0.328856,,,,,,,Antonin,Barak,2786.17,46.436166666666665
48,Pass,Successful,False,False,False,,,,,41258077,FIRST_HALF,2787574,10758,210334.0,0.42612,0.288489,41258078.0,210332.0,0.42627,0.194034,,,Antonin,Barak,2787.574,46.45956666666667
49,Pass,Unsuccessful,False,False,False,,,,,41258086,FIRST_HALF,2791438,10758,210334.0,0.194547,0.263339,41258087.0,,0.0,0.319546,,,Antonin,Barak,2791.438,46.52396666666667
50,Pass Received,,,,,,,,,41258086,FIRST_HALF,2791438,10758,210334.0,0.194547,0.263339,41258087.0,,0.0,0.319546,,,Antonin,Barak,2791.438,46.52396666666667
51,Substitution,,,,,Off,,,,41258705,SECOND_HALF,2700000,10758,210334.0,0.499611,0.751464,,,,,,,Antonin,Barak,2700.0,45.0
52,Pass Received,,,,,,,,,41254879,FIRST_HALF,1901,10758,210329.0,0.492469,0.403253,,,,,,,Vladimir,Darida,1.901,0.031683333333333334
53,Pass,Successful,False,False,False,,,,,41254880,FIRST_HALF,2716,10758,210329.0,0.522906,0.392473,41254881.0,210331.0,0.749408,0.300976,,,Vladimir,Darida,2.716,0.04526666666666667
54,Pass Received,,,,,,,,,41255011,FIRST_HALF,80137,10758,210329.0,0.59336,0.590763,,,,,,,Vladimir,Darida,80.137,1.3356166666666667
55,Pass,Successful,False,False,False,,,,,41254967,FIRST_HALF,81594,10758,210329.0,0.529694,0.608765,41254968.0,210333.0,0.247029,0.702897,,,Vladimir,Darida,81.594,1.3598999999999999
56,Pass,Successful,False,False,False,,,,,41255026,FIRST_HALF,121212,10758,210329.0,0.159569,0.673679,41255027.0,210328.0,0.174787,0.701741,,,Vladimir,Darida,121.212,2.0202
57,Recovery,,,,,,,,,41255026,FIRST_HALF,121212,10758,210329.0,0.159569,0.673679,41255027.0,210328.0,0.174787,0.701741,,,Vladimir,Darida,121.212,2.0202
58,Pass,Successful,False,False,False,,,,,41255053,FIRST_HALF,143916,10758,210329.0,0.500358,0.305195,41255054.0,210332.0,0.293114,0.252991,,,Vladimir,Darida,143.916,2.3986
59,Pass Received,,,,,,,,,41255053,FIRST_HALF,143916,10758,210329.0,0.500358,0.305195,41255054.0,210332.0,0.293114,0.252991,,,Vladimir,Darida,143.916,2.3986
60,Pass,Unsuccessful,False,False,False,,,,,41255165,FIRST_HALF,208044,10758,210329.0,0.289291,0.299913,41255166.0,,0.468026,0.811672,,,Vladimir,Darida,208.044,3.4674
61,Pass Received,,,,,,,,,41255165,FIRST_HALF,208044,10758,210329.0,0.289291,0.299913,41255166.0,,0.468026,0.811672,,,Vladimir,Darida,208.044,3.4674
62,Duel,Successful,,,,Ground,,,,41255218,FIRST_HALF,265399,10758,210329.0,0.0749526,0.125972,,,,,,,Vladimir,Darida,265.399,4.423316666666667
63,Intervention,,,,,,,,,41255218,FIRST_HALF,265399,10758,210329.0,0.0749526,0.125972,,,,,,,Vladimir,Darida,265.399,4.423316666666667
64,Recovery,,,,,,,,,41255245,FIRST_HALF,314137,10758,210329.0,0.449622,0.534535,,,,,,,Vladimir,Darida,314.137,5.235616666666667
65,Pass,Successful,False,False,False,,,,,41255254,FIRST_HALF,315064,10758,210329.0,0.491569,0.530983,41255255.0,210330.0,0.958564,0.673717,,,Vladimir,Darida,315.064,5.251066666666667
66,Pass Received,,,,,,,,,41255350,FIRST_HALF,360751,10758,210329.0,0.578257,0.612055,,,,,,,Vladimir,Darida,360.751,6.0125166666666665
67,Pass,Successful,False,False,False,,,,,41255314,FIRST_HALF,364557,10758,210329.0,0.535032,0.586672,41255315.0,210332.0,0.445657,0.473309,,,Vladimir,Darida,364.557,6.075950000000001
68,Take-On,Successful,,,,,,,,41255442,FIRST_HALF,447803,10758,210329.0,0.634754,0.235831,,,,,,,Vladimir,Darida,447.803,7.463383333333334
69,Duel,Successful,,,,Ground,,,,41255442,FIRST_HALF,447803,10758,210329.0,0.634754,0.235831,,,,,,,Vladimir,Darida,447.803,7.463383333333334
70,Pass Received,,,,,,,,,41255442,FIRST_HALF,447803,10758,210329.0,0.634754,0.235831,,,,,,,Vladimir,Darida,447.803,7.463383333333334
71,Pass,Unsuccessful,False,False,False,,,,,41255449,FIRST_HALF,449879,10758,210329.0,0.726449,0.320496,41255450.0,,0.750729,0.336708,,,Vladimir,Darida,449.879,7.497983333333334
72,Pass Received,,,,,,,,,41255704,FIRST_HALF,812293,10758,210329.0,0.807379,0.555587,,,,,,,Vladimir,Darida,812.293,13.538216666666667
73,Pass,Successful,False,False,False,,,,,41255711,FIRST_HALF,813903,10758,210329.0,0.773525,0.535472,41255712.0,210331.0,0.682834,0.30777,,,Vladimir,Darida,813.903,13.565050000000001
74,Pass,Successful,False,False,False,,,,,41255725,FIRST_HALF,824970,10758,210329.0,0.913652,0.302303,41255726.0,210324.0,0.548363,0.0692325,,,Vladimir,Darida,824.97,13.749500000000001
75,Pass Received,,,,,,,,,41255725,FIRST_HALF,824970,10758,210329.0,0.913652,0.302303,41255726.0,210324.0,0.548363,0.0692325,,,Vladimir,Darida,824.97,13.749500000000001
76,Tackle,Successful,,,,,,,,41255941,FIRST_HALF,1013145,10758,210329.0,0.314987,0.00881516,,,,,,,Vladimir,Darida,1013.145,16.885749999999998
77,Intervention,,,,,,,,,41255941,FIRST_HALF,1013145,10758,210329.0,0.314987,0.00881516,,,,,,,Vladimir,Darida,1013.145,16.885749999999998
78,Pass,Successful,False,False,False,,,,,41256008,FIRST_HALF,1178316,10758,210329.0,0.367192,0.494286,41256009.0,210325.0,0.565265,0.514023,,,Vladimir,Darida,1178.316,19.6386
79,Pass Received,,,,,,,,,41256008,FIRST_HALF,1178316,10758,210329.0,0.367192,0.494286,41256009.0,210325.0,0.565265,0.514023,,,Vladimir,Darida,1178.316,19.6386
80,Pass Received,,,,,,,,,41256034,FIRST_HALF,1186640,10758,210329.0,0.728965,0.372511,,,,,,,Vladimir,Darida,1186.64,19.777333333333335
81,Pass,Successful,False,False,False,,,,,41256045,FIRST_HALF,1187253,10758,210329.0,0.757603,0.391561,41256046.0,210326.0,0.899265,0.666891,,,Vladimir,Darida,1187.253,19.78755
82,Recovery,,,,,,,,,41256391,FIRST_HALF,1413220,10758,210329.0,0.270175,0.420037,,,,,,,Vladimir,Darida,1413.22,23.55366666666667
83,Duel,Successful,,,,Ground,,,,41256398,FIRST_HALF,1414685,10758,210329.0,0.320059,0.427077,,,,,,,Vladimir,Darida,1414.685,23.578083333333332
84,Pass,Successful,False,False,False,,,,,41256399,FIRST_HALF,1415634,10758,210329.0,0.334207,0.404479,41256400.0,210332.0,0.304825,0.312042,,,Vladimir,Darida,1415.634,23.5939
85,Pass,Successful,False,False,False,,,,,41256523,FIRST_HALF,1477210,10758,210329.0,0.588077,0.290483,41256524.0,210332.0,0.312851,0.294872,,,Vladimir,Darida,1477.21,24.620166666666666
86,Pass Received,,,,,,,,,41256523,FIRST_HALF,1477210,10758,210329.0,0.588077,0.290483,41256524.0,210332.0,0.312851,0.294872,,,Vladimir,Darida,1477.21,24.620166666666666
87,Pass,Successful,False,False,False,,,,,41256754,FIRST_HALF,1602670,10758,210329.0,0.236833,0.628537,41256755.0,210332.0,0.174396,0.537174,,,Vladimir,Darida,1602.67,26.711166666666667
88,Pass Received,,,,,,,,,41256754,FIRST_HALF,1602670,10758,210329.0,0.236833,0.628537,41256755.0,210332.0,0.174396,0.537174,,,Vladimir,Darida,1602.67,26.711166666666667
89,Pass Received,,,,,,,,,41256807,FIRST_HALF,1619349,10758,210329.0,0.922474,0.695377,,,,,,,Vladimir,Darida,1619.349,26.98915
90,Pass,Unsuccessful,True,False,False,,,,,41256817,FIRST_HALF,1621056,10758,210329.0,0.918872,0.745177,41256818.0,,0.879591,0.766768,,,Vladimir,Darida,1621.056,27.0176
91,Duel,Unsuccessful,,,,Aerial,,,,41257047,FIRST_HALF,1815543,10758,210329.0,0.593043,0.367924,,,,,,,Vladimir,Darida,1815.543,30.25905
92,Pass Received,,,,,,,,,41257081,FIRST_HALF,1835487,10758,210329.0,0.541587,0.429291,,,,,,,Vladimir,Darida,1835.487,30.591450000000002
93,Pass,Successful,False,False,False,,,,,41257088,FIRST_HALF,1838400,10758,210329.0,0.435905,0.411805,41257089.0,210332.0,0.431094,0.310864,,,Vladimir,Darida,1838.4,30.64
94,Duel,Unsuccessful,,,,Ground,,,,41257112,FIRST_HALF,1850297,10758,210329.0,0.282159,0.355688,,,,,,,Vladimir,Darida,1850.297,30.838283333333333
95,Duel,Successful,,,,Aerial,,,,41257289,FIRST_HALF,2019495,10758,210329.0,0.637641,0.492683,,,,,,,Vladimir,Darida,2019.495,33.658249999999995
96,Intervention,,,,,,,,,41257289,FIRST_HALF,2019495,10758,210329.0,0.637641,0.492683,,,,,,,Vladimir,Darida,2019.495,33.658249999999995
97,Clearance,,,,,,,,,41257348,FIRST_HALF,2092731,10758,210329.0,0.259353,0.110707,,,,,,,Vladimir,Darida,2092.731,34.87885000000001
98,Pass,Successful,False,False,False,,,,,41257439,FIRST_HALF,2191826,10758,210329.0,0.324227,0.673711,41257440.0,210331.0,0.668205,0.596029,,,Vladimir,Darida,2191.826,36.530433333333335
99,Pass Received,,,,,,,,,41257439,FIRST_HALF,2191826,10758,210329.0,0.324227,0.673711,41257440.0,210331.0,0.668205,0.596029,,,Vladimir,Darida,2191.826,36.530433333333335
100,Pass Received,,,,,,,,,41257451,FIRST_HALF,2202033,10758,210329.0,0.638164,0.771787,,,,,,,Vladimir,Darida,2202.033,36.70055
101,Pass,Successful,False,False,False,,,,,41257458,FIRST_HALF,2203806,10758,210329.0,0.660744,0.732951,41257459.0,210332.0,0.537252,0.638062,,,Vladimir,Darida,2203.806,36.7301
102,Intervention,,,,,,,,,41257504,FIRST_HALF,2237159,10758,210329.0,0.36466,0.0883596,,,,,,,Vladimir,Darida,2237.159,37.285983333333334
103,Pass,Unsuccessful,False,False,False,,,,,41257547,FIRST_HALF,2270942,10758,210329.0,0.466997,0.219861,41257548.0,,0.390876,0.340107,,,Vladimir,Darida,2270.942,37.84903333333333
104,Recovery,,,,,,,,,41257547,FIRST_HALF,2270942,10758,210329.0,0.466997,0.219861,41257548.0,,0.390876,0.340107,,,Vladimir,Darida,2270.942,37.84903333333333
105,Recovery,,,,,,,,,41257565,FIRST_HALF,2287141,10758,210329.0,0.542109,0.159068,,,,,,,Vladimir,Darida,2287.141,38.11901666666667
106,Pass,Successful,False,False,False,,,,,41257569,FIRST_HALF,2291088,10758,210329.0,0.723035,0.245507,41257570.0,210328.0,0.928063,0.344394,,,Vladimir,Darida,2291.088,38.1848
107,Pass,Unsuccessful,False,False,False,,,,,41257601,FIRST_HALF,2316912,10758,210329.0,0.411271,0.344607,41257602.0,,0.296898,0.323737,,,Vladimir,Darida,2316.912,38.615199999999994
108,Pass Received,,,,,,,,,41257601,FIRST_HALF,2316912,10758,210329.0,0.411271,0.344607,41257602.0,,0.296898,0.323737,,,Vladimir,Darida,2316.912,38.615199999999994
109,Interception,,,,,,,,,41257633,FIRST_HALF,2369028,10758,210329.0,0.335716,0.20932,,,,,,,Vladimir,Darida,2369.028,39.483799999999995
110,Foul Won,,,,,,,,,41257638,FIRST_HALF,2371665,10758,210329.0,0.393957,0.276999,,,,,,,Vladimir,Darida,2371.665,39.52775
111,Pass Received,,,,,,,,,41257730,FIRST_HALF,2490593,10758,210329.0,0.861699,0.386691,,,,,,,Vladimir,Darida,2490.593,41.50988333333333
112,Pass,Unsuccessful,False,False,False,,,,,41257731,FIRST_HALF,2493225,10758,210329.0,0.951935,0.461149,41257732.0,,0.602551,0.677736,,,Vladimir,Darida,2493.225,41.55375
113,Pass Received,,,,,,,,,41257915,FIRST_HALF,2648292,10758,210329.0,0.23971,0.299165,,,,,,,Vladimir,Darida,2648.292,44.1382
114,Pass,Unsuccessful,False,False,False,,,,,41257942,FIRST_HALF,2653129,10758,210329.0,0.141274,0.247359,41257943.0,210326.0,0.408391,0.550044,,,Vladimir,Darida,2653.129,44.21881666666666
115,Pass,Successful,False,False,False,,,,,41258986,SECOND_HALF,2744840,10758,210329.0,0.389893,0.555171,41258987.0,210328.0,0.292837,0.587786,,,Vladimir,Darida,2744.84,45.74733333333334
116,Recovery,,,,,,,,,41258986,SECOND_HALF,2744840,10758,210329.0,0.389893,0.555171,41258987.0,210328.0,0.292837,0.587786,,,Vladimir,Darida,2744.84,45.74733333333334
117,Pass Received,,,,,,,,,41259284,SECOND_HALF,3046197,10758,210329.0,0.891766,0.275475,,,,,,,Vladimir,Darida,3046.197,50.76995
118,Pass,Unsuccessful,False,False,False,,,,,41259291,SECOND_HALF,3047551,10758,210329.0,0.876873,0.3139,41259292.0,,0.78347,0.46289,,,Vladimir,Darida,3047.551,50.792516666666664
119,Pass,Successful,False,False,False,,,,,41259352,SECOND_HALF,3102900,10758,210329.0,0.965684,0.199171,41259353.0,210330.0,0.973387,0.142263,,,Vladimir,Darida,3102.9,51.715
120,Pass Received,,,,,,,,,41259352,SECOND_HALF,3102900,10758,210329.0,0.965684,0.199171,41259353.0,210330.0,0.973387,0.142263,,,Vladimir,Darida,3102.9,51.715
121,Recovery,,,,,,,,,41259369,SECOND_HALF,3109488,10758,210329.0,0.909135,0.338753,,,,,,,Vladimir,Darida,3109.488,51.824799999999996
122,Foul Won,,,,,,,,,41259366,SECOND_HALF,3110210,10758,210329.0,0.903595,0.355527,,,,,,,Vladimir,Darida,3110.21,51.83683333333333
123,Duel,Unsuccessful,,,,Aerial,,,,41259670,SECOND_HALF,3275700,10758,210329.0,0.228443,0.459717,,,,,,,Vladimir,Darida,3275.7,54.595
124,Pass,Unsuccessful,False,False,False,,,,,41259711,SECOND_HALF,3295434,10758,210329.0,0.137429,0.436535,41259712.0,,0.202238,0.486056,,,Vladimir,Darida,3295.434,54.9239
125,Duel,Successful,,,,Aerial,,,,41259711,SECOND_HALF,3295434,10758,210329.0,0.137429,0.436535,41259712.0,,0.202238,0.486056,,,Vladimir,Darida,3295.434,54.9239
126,Pass Received,,,,,,,,,41259711,SECOND_HALF,3295434,10758,210329.0,0.137429,0.436535,41259712.0,,0.202238,0.486056,,,Vladimir,Darida,3295.434,54.9239
127,Pass Received,,,,,,,,,41260509,SECOND_HALF,3672004,10758,210329.0,0.121362,0.608981,,,,,,,Vladimir,Darida,3672.004,61.200066666666665
128,Pass,Successful,False,False,False,,,,,41260521,SECOND_HALF,3672595,10758,210329.0,0.120921,0.615244,41260522.0,210333.0,0.0211158,0.711349,,,Vladimir,Darida,3672.595,61.209916666666665
129,Pass Received,,,,,,,,,41260733,SECOND_HALF,3887717,10758,210329.0,0.137264,0.28823,,,,,,,Vladimir,Darida,3887.717,64.79528333333333
130,Pass,Successful,False,False,False,,,,,41260737,SECOND_HALF,3889177,10758,210329.0,0.156358,0.311266,41260738.0,210338.0,0.256523,0.326598,,,Vladimir,Darida,3889.177,64.81961666666668
131,Pass Received,,,,,,,,,41260909,SECOND_HALF,3999021,10758,210329.0,0.887159,0.370707,,,,,,,Vladimir,Darida,3999.021,66.65035
132,Mistake,,,,,,,,,41260912,SECOND_HALF,3999963,10758,210329.0,0.91163,0.379273,,,,,,,Vladimir,Darida,3999.963,66.66605
133,Pass,Successful,False,False,False,,,,,41260919,SECOND_HALF,4014063,10758,210329.0,0.863001,0.477446,41260920.0,210340.0,0.903554,0.572219,,,Vladimir,Darida,4014.063,66.90105
134,Recovery,,,,,,,,,41260919,SECOND_HALF,4014063,10758,210329.0,0.863001,0.477446,41260920.0,210340.0,0.903554,0.572219,,,Vladimir,Darida,4014.063,66.90105
135,Pass Received,,,,,,,,,41262410,SECOND_HALF,4346557,10758,210329.0,0.398712,0.633979,,,,,,,Vladimir,Darida,4346.557,72.44261666666667
136,Pass,Successful,False,False,False,,,,,41262415,SECOND_HALF,4347500,10758,210329.0,0.340913,0.648474,41262416.0,210339.0,0.076604,0.670469,,,Vladimir,Darida,4347.5,72.45833333333333
137,Pass,Successful,False,False,False,,,,,41262481,SECOND_HALF,4425488,10758,210329.0,0.416767,0.424447,41262482.0,210338.0,0.394323,0.394821,,,Vladimir,Darida,4425.488,73.75813333333333
138,Pass Received,,,,,,,,,41262481,SECOND_HALF,4425488,10758,210329.0,0.416767,0.424447,41262482.0,210338.0,0.394323,0.394821,,,Vladimir,Darida,4425.488,73.75813333333333
139,Pass Received,,,,,,,,,41262492,SECOND_HALF,4433742,10758,210329.0,0.140191,0.724412,,,,,,,Vladimir,Darida,4433.742,73.8957
140,Mistake,,,,,,,,,41262492,SECOND_HALF,4433742,10758,210329.0,0.140191,0.724412,,,,,,,Vladimir,Darida,4433.742,73.8957
141,Pass,Unsuccessful,False,False,False,,,,,41262542,SECOND_HALF,4490363,10758,210329.0,0.882538,0.340947,41262543.0,,0.82306,0.321612,,,Vladimir,Darida,4490.363,74.83938333333334
142,Pass Received,,,,,,,,,41262542,SECOND_HALF,4490363,10758,210329.0,0.882538,0.340947,41262543.0,,0.82306,0.321612,,,Vladimir,Darida,4490.363,74.83938333333334
143,Pass,Unsuccessful,False,False,False,,,,,41262689,SECOND_HALF,4777218,10758,210329.0,0.717054,0.418088,41262690.0,210336.0,0.802355,0.51131,,,Vladimir,Darida,4777.218,79.6203
144,Pass Received,,,,,,,,,41262689,SECOND_HALF,4777218,10758,210329.0,0.717054,0.418088,41262690.0,210336.0,0.802355,0.51131,,,Vladimir,Darida,4777.218,79.6203
145,Substitution,,,,,Off,,,,41259960,SECOND_HALF,4815052,10758,210329.0,0.372274,0.585588,,,,,,,Vladimir,Darida,4815.052,80.25086666666667
146,Pass Received,,,,,,,,,41254881,FIRST_HALF,3964,10758,210331.0,0.749408,0.300976,,,,,,,Ondrej,Celustka,3.964,0.06606666666666666
147,Pass,Successful,False,False,False,,,,,41254883,FIRST_HALF,4892,10758,210331.0,0.784955,0.296348,41254884.0,210330.0,0.942876,0.415118,,,Ondrej,Celustka,4.892,0.08153333333333333
148,Pass Received,,,,,,,,,41255261,FIRST_HALF,323669,10758,210331.0,0.860415,0.57274,,,,,,,Ondrej,Celustka,323.669,5.394483333333333
149,Pass,Successful,False,False,False,,,,,41255264,FIRST_HALF,324641,10758,210331.0,0.867071,0.578089,41255265.0,210327.0,0.729376,0.66042,,,Ondrej,Celustka,324.641,5.410683333333334
150,Intervention,,,,,,,,,41255468,FIRST_HALF,469837,10758,210331.0,0.543969,0.119377,,,,,,,Ondrej,Celustka,469.837,7.830616666666667
151,Duel,Unsuccessful,,,,Aerial,,,,41255592,FIRST_HALF,650523,10758,210331.0,0.750099,0.445723,,,,,,,Ondrej,Celustka,650.523,10.84205
152,Pass,Successful,False,False,False,,,,,41255712,FIRST_HALF,816682,10758,210331.0,0.682834,0.30777,41255713.0,210332.0,0.428232,0.328248,,,Ondrej,Celustka,816.682,13.611366666666667
153,Pass Received,,,,,,,,,41255712,FIRST_HALF,816682,10758,210331.0,0.682834,0.30777,41255713.0,210332.0,0.428232,0.328248,,,Ondrej,Celustka,816.682,13.611366666666667
154,Pass Received,,,,,,,,,41255717,FIRST_HALF,822169,10758,210331.0,0.674588,0.31061,,,,,,,Ondrej,Celustka,822.169,13.702816666666667
