,eventId,teamId_x,eventPeriod_x,startTime,endTime,eventType,outcome,cross,keyPass,assist,subEventType,bodyPart,xG,eventTypes,eventPeriod_y,eventTime,teamId_y,playerId,x,y,relativeEvent_eventId,relativeEvent_playerId,relativeEvent_x,relativeEvent_y,ballPosition_x,ballPosition_y,playerName,playerLastName,time_sec,time_min
0,41254878,10758,FIRST_HALF,996,6185,Pass,Successful,False,False,False,,,,,FIRST_HALF,996,10758,210334.0,0.49898,0.50017,41254879.0,210329.0,0.492469,0.403253,,,Antonin,Barak,0.996,0.0166
2,41254880,10758,FIRST_HALF,996,6185,Pass,Successful,False,False,False,,,,,FIRST_HALF,2716,10758,210329.0,0.522906,0.392473,41254881.0,210331.0,0.749408,0.300976,,,Vladimir,Darida,2.716,0.04526666666666667
4,41254883,10758,FIRST_HALF,996,6185,Pass,Successful,False,False,False,,,,,FIRST_HALF,4892,10758,210331.0,0.784955,0.296348,41254884.0,210330.0,0.942876,0.415118,,,Ondrej,Celustka,4.892,0.08153333333333333
5,41254884,10758,FIRST_HALF,996,6185,Pass,Unsuccessful,False,False,False,,,,,FIRST_HALF,6185,10758,210330.0,0.942876,0.415118,41254885.0,,0.637419,0.647984,,,Vladimir,Coufal,6.185,0.10308333333333333
7,41254911,10757,FIRST_HALF,8061,13394,Pass,Successful,False,False,False,,,,,FIRST_HALF,7959,10757,210309.0,0.356492,0.354542,41254912.0,210305.0,0.322532,0.516785,,,Leonardo,Bonucci,7.959,0.13265
8,41254911,10757,FIRST_HALF,8061,13394,Recovery,,,,,,,,,FIRST_HALF,7959,10757,210309.0,0.356492,0.354542,41254912.0,210305.0,0.322532,0.516785,,,Leonardo,Bonucci,7.959,0.13265
9,41254912,10757,FIRST_HALF,8061,13394,Pass,Successful,False,False,False,,,,,FIRST_HALF,9383,10757,210305.0,0.322532,0.516785,41254913.0,210302.0,0.121268,0.50475,,,Ciro,Immobile,9.383,0.15638333333333332
11,41254913,10757,FIRST_HALF,8061,13394,Pass,Successful,False,False,False,,,,,FIRST_HALF,11101,10757,210302.0,0.121268,0.50475,41254914.0,210304.0,0.104267,0.518917,,,Leonardo,Spinazzola,11.101,0.1850166666666667
13,41254914,10757,FIRST_HALF,8061,13394,Pass,Unsuccessful,False,False,False,,,,,FIRST_HALF,13023,10757,210304.0,0.104267,0.518917,41254915.0,,0.106785,0.505233,,,Lorenzo,Insigne,13.023,0.21705
16,41254889,10757,FIRST_HALF,8061,13394,Intervention,,,,,,,,,FIRST_HALF,13394,10758,210325.0,0.906134,0.495636,,,,,,,Lukas,Masopust,13.394,0.22323333333333334
17,41254891,10758,FIRST_HALF,14770,23031,Pass,Successful,False,False,False,,,,,FIRST_HALF,14770,10758,210330.0,0.967406,0.474481,41254892.0,210334.0,0.836761,0.540591,,,Vladimir,Coufal,14.77,0.24616666666666667
18,41254891,10758,FIRST_HALF,14770,23031,Recovery,,,,,,,,,FIRST_HALF,14770,10758,210330.0,0.967406,0.474481,41254892.0,210334.0,0.836761,0.540591,,,Vladimir,Coufal,14.77,0.24616666666666667
19,41254892,10758,FIRST_HALF,14770,23031,Pass,Successful,False,False,False,,,,,FIRST_HALF,15767,10758,210334.0,0.836761,0.540591,41254893.0,210327.0,0.852462,0.487489,,,Antonin,Barak,15.767,0.2627833333333333
22,41254894,10758,FIRST_HALF,14770,23031,Pass,Successful,False,False,False,,,,,FIRST_HALF,17339,10758,210327.0,0.854197,0.495631,41254895.0,210325.0,0.914582,0.603346,,,Alex,Kral,17.339,0.2889833333333333
24,41254896,10758,FIRST_HALF,14770,23031,Pass,Successful,False,False,False,,,,,FIRST_HALF,19292,10758,210325.0,0.914424,0.637082,41254897.0,210334.0,0.806378,0.708887,,,Lukas,Masopust,19.292,0.32153333333333334
26,41254900,10758,FIRST_HALF,14770,23031,Pass,Successful,False,False,False,,,,,FIRST_HALF,20904,10758,210334.0,0.839958,0.731851,41254901.0,210326.0,0.91417,0.918279,,,Antonin,Barak,20.904,0.3484
27,41254901,10758,FIRST_HALF,14770,23031,Pass,Unsuccessful,True,False,False,,,,,FIRST_HALF,23031,10758,210326.0,0.91417,0.918279,41254902.0,,0.490468,0.973448,,,Michael,Krmencik,23.031,0.38384999999999997
29,41254923,10757,FIRST_HALF,24445,32967,Recovery,,,,,,,,,FIRST_HALF,24445,10757,210307.0,0.502092,0.0346473,,,,,,,Gianluigi,Donnarumma,24.445,0.40741666666666665
30,41254936,10757,FIRST_HALF,24445,32967,Pass,Successful,False,False,False,,,,,FIRST_HALF,26186,10757,210307.0,0.547683,0.0520566,41254937.0,210311.0,0.606558,0.193181,,,Gianluigi,Donnarumma,26.186,0.43643333333333334
32,41254943,10757,FIRST_HALF,24445,32967,Duel,Successful,,,,Ground,,,,FIRST_HALF,29021,10757,210311.0,0.633388,0.24577,,,,,,,Nicolo,Barella,29.021,0.48368333333333335
33,41254948,10757,FIRST_HALF,24445,32967,Pass,Successful,False,False,False,,,,,FIRST_HALF,30729,10757,210311.0,0.61913,0.255711,41254949.0,210303.0,0.586977,0.214582,,,Nicolo,Barella,30.729,0.51215
34,41254949,10757,FIRST_HALF,24445,32967,Pass,Successful,False,False,False,,,,,FIRST_HALF,31237,10757,210303.0,0.586977,0.214582,41254950.0,210301.0,0.495375,0.341633,,,Jorginho,,31.237,0.5206166666666666
36,41254950,10757,FIRST_HALF,24445,32967,Pass,Unsuccessful,False,False,False,,,,,FIRST_HALF,32967,10757,210301.0,0.495375,0.341633,41254951.0,,0.452196,0.518713,,,Manuel,Locatelli,32.967,0.54945
38,41254916,10758,FIRST_HALF,35638,43500,Recovery,,,,,,,,,FIRST_HALF,35638,10758,210332.0,0.564263,0.480136,,,,,,,Jakub,Brabec,35.638,0.5939666666666666
39,41254920,10758,FIRST_HALF,35638,43500,Pass,Successful,False,False,False,,,,,FIRST_HALF,37947,10758,210332.0,0.723944,0.469108,41254921.0,210330.0,0.869656,0.3341,,,Jakub,Brabec,37.947,0.6324500000000001
40,41254921,10758,FIRST_HALF,35638,43500,Pass,Successful,False,False,False,,,,,FIRST_HALF,39960,10758,210330.0,0.869656,0.3341,41254922.0,210324.0,0.657333,0.0808477,,,Vladimir,Coufal,39.96,0.666
43,41254932,10758,FIRST_HALF,35638,43500,Pass,Unsuccessful,False,False,False,,,,,FIRST_HALF,43072,10758,210324.0,0.671495,0.0880582,41254933.0,,0.718,0.120179,,,Jiri,Pavlenka,43.072,0.7178666666666668
45,41263608,10758,FIRST_HALF,35638,43500,Intervention,,,,,,,,,FIRST_HALF,43387,10757,210305.0,0.286948,0.876377,,,,,,,Ciro,Immobile,43.387,0.7231166666666666
46,41254935,10758,FIRST_HALF,44837,48722,Recovery,,,,,,,,,FIRST_HALF,44837,10758,210330.0,0.93021,0.19281,,,,,,,Vladimir,Coufal,44.837,0.7472833333333334
47,41254941,10758,FIRST_HALF,44837,48722,Pass,Successful,False,False,False,,,,,FIRST_HALF,46286,10758,210330.0,0.932616,0.206411,41254942.0,210327.0,0.803927,0.254696,,,Vladimir,Coufal,46.286,0.7714333333333333
49,41254958,10758,FIRST_HALF,44837,48722,Pass,Unsuccessful,False,False,False,,,,,FIRST_HALF,48722,10758,210327.0,0.859432,0.2102,41254959.0,,1.0,0.598277,,,Alex,Kral,48.722,0.8120333333333334
50,41254982,10757,FIRST_HALF,72166,77101,Pass,Successful,False,False,False,,,,,FIRST_HALF,72166,10757,210302.0,0.0,0.379587,41254983.0,210301.0,0.02285,0.443459,,,Leonardo,Spinazzola,72.166,1.2027666666666665
51,41254982,10757,FIRST_HALF,72166,77101,Set Piece,,,,,Throw-In,,,,FIRST_HALF,72166,10757,210302.0,0.0,0.379587,41254983.0,210301.0,0.02285,0.443459,,,Leonardo,Spinazzola,72.166,1.2027666666666665
52,41254983,10757,FIRST_HALF,72166,77101,Pass,Successful,False,False,False,,,,,FIRST_HALF,72836,10757,210301.0,0.02285,0.443459,41254984.0,210302.0,0.0193773,0.377371,,,Manuel,Locatelli,72.836,1.2139333333333333
55,41254992,10757,FIRST_HALF,72166,77101,Pass,Successful,False,False,False,,,,,FIRST_HALF,75548,10757,210302.0,0.062567,0.327398,41254993.0,210309.0,0.32408,0.227399,,,Leonardo,Spinazzola,75.548,1.2591333333333334
56,41254993,10757,FIRST_HALF,72166,77101,Pass,Unsuccessful,False,False,False,,,,,FIRST_HALF,77101,10757,210309.0,0.32408,0.227399,41254994.0,,0.212592,0.408044,,,Leonardo,Bonucci,77.101,1.2850166666666667
58,41255009,10758,FIRST_HALF,78139,83490,Pass,Successful,False,False,False,,,,,FIRST_HALF,78024,10758,210327.0,0.789502,0.593525,41255010.0,210334.0,0.719833,0.670807,,,Alex,Kral,78.024,1.3004
59,41255009,10758,FIRST_HALF,78139,83490,Recovery,,,,,,,,,FIRST_HALF,78024,10758,210327.0,0.789502,0.593525,41255010.0,210334.0,0.719833,0.670807,,,Alex,Kral,78.024,1.3004
60,41255010,10758,FIRST_HALF,78139,83490,Pass,Successful,False,False,False,,,,,FIRST_HALF,79051,10758,210334.0,0.719833,0.670807,41255011.0,210329.0,0.59336,0.590763,,,Antonin,Barak,79.051,1.3175166666666667
63,41254967,10758,FIRST_HALF,78139,83490,Pass,Successful,False,False,False,,,,,FIRST_HALF,81594,10758,210329.0,0.529694,0.608765,41254968.0,210333.0,0.247029,0.702897,,,Vladimir,Darida,81.594,1.3598999999999999
65,41254971,10758,FIRST_HALF,78139,83490,Pass,Unsuccessful,False,False,False,,,,,FIRST_HALF,83490,10758,210333.0,0.277594,0.7132,41254972.0,,0.215599,0.923152,,,Jan,Boril,83.49,1.3915
66,41255003,10757,FIRST_HALF,86030,87461,Recovery,,,,,,,,,FIRST_HALF,85937,10757,210309.0,0.786564,0.0764828,,,,,,,Leonardo,Bonucci,85.937,1.4322833333333334
67,41255014,10757,FIRST_HALF,86030,87461,Pass,Unsuccessful,False,False,False,,,,,FIRST_HALF,87461,10757,210309.0,0.935404,0.0551782,41255015.0,,0.959243,0.242412,,,Leonardo,Bonucci,87.461,1.4576833333333332
68,41254976,10758,FIRST_HALF,89052,95382,Recovery,,,,,,,,,FIRST_HALF,88958,10758,210333.0,0.042446,0.75184,,,,,,,Jan,Boril,88.958,1.4826333333333332
69,41254977,10758,FIRST_HALF,89052,95382,Pass,Successful,False,False,False,,,,,FIRST_HALF,90111,10758,210333.0,0.0300278,0.775102,41254978.0,210328.0,0.0121073,0.863849,,,Jan,Boril,90.111,1.5018500000000001
71,41254999,10758,FIRST_HALF,89052,95382,Pass,Successful,True,True,False,,,,,FIRST_HALF,92990,10758,210328.0,0.0243606,0.873717,41255000.0,210325.0,0.644917,0.94608,,,Jakub,Jankto,92.99,1.5498333333333332
72,41255000,10758,FIRST_HALF,89052,95382,Shot,On Target,,,,,Head,0.03816989322419621,,FIRST_HALF,95382,10758,210325.0,0.644917,0.94608,,,,,0.753242,0.284144,Lukas,Masopust,95.382,1.5897000000000001
74,41255028,10757,FIRST_HALF,96081,119775,Save,,,,,Catch,,,,FIRST_HALF,96081,10757,210307.0,0.447176,0.0251499,,,,,,,Gianluigi,Donnarumma,96.081,1.60135
75,41255033,10757,FIRST_HALF,96081,119775,Pass,Successful,False,False,False,,,,,FIRST_HALF,102956,10757,210307.0,0.448375,0.112066,41255034.0,210308.0,0.374186,0.140753,,,Gianluigi,Donnarumma,102.956,1.7159333333333333
77,41255043,10757,FIRST_HALF,96081,119775,Pass,Successful,False,False,False,,,,,FIRST_HALF,105342,10757,210308.0,0.371956,0.144062,41255044.0,210303.0,0.484568,0.194133,,,Giorgio,Chiellini,105.342,1.7557
78,41255044,10757,FIRST_HALF,96081,119775,Pass,Successful,False,False,False,,,,,FIRST_HALF,105844,10757,210303.0,0.484568,0.194133,41255045.0,210307.0,0.471374,0.0402996,,,Jorginho,,105.844,1.7640666666666667
81,41255055,10757,FIRST_HALF,96081,119775,Pass,Successful,False,False,False,,,,,FIRST_HALF,113144,10757,210307.0,0.560018,0.0797103,41255056.0,210309.0,0.700874,0.042119,,,Gianluigi,Donnarumma,113.144,1.8857333333333335
83,41255061,10757,FIRST_HALF,96081,119775,Pass,Successful,False,False,False,,,,,FIRST_HALF,114474,10757,210309.0,0.709682,0.0476981,41255062.0,210311.0,0.675086,0.14953,,,Leonardo,Bonucci,114.474,1.9079000000000002
85,41255076,10757,FIRST_HALF,96081,119775,Pass,Successful,False,False,False,,,,,FIRST_HALF,119146,10757,210311.0,0.835439,0.24765,41255077.0,210306.0,0.843672,0.34609,,,Nicolo,Barella,119.146,1.9857666666666667
87,41255077,10757,FIRST_HALF,96081,119775,Mistake,,,,,,,,,FIRST_HALF,119775,10757,210306.0,0.843672,0.34609,,,,,,,Alessandro,Florenzi,119.775,1.99625
88,41255026,10758,FIRST_HALF,121212,150507,Pass,Successful,False,False,False,,,,,FIRST_HALF,121212,10758,210329.0,0.159569,0.673679,41255027.0,210328.0,0.174787,0.701741,,,Vladimir,Darida,121.212,2.0202
89,41255026,10758,FIRST_HALF,121212,150507,Recovery,,,,,,,,,FIRST_HALF,121212,10758,210329.0,0.159569,0.673679,41255027.0,210328.0,0.174787,0.701741,,,Vladimir,Darida,121.212,2.0202
91,41255029,10758,FIRST_HALF,121212,150507,Pass,Successful,False,False,False,,,,,FIRST_HALF,125227,10758,210328.0,0.0803349,0.746301,41255030.0,210333.0,0.0239435,0.640573,,,Jakub,Jankto,125.227,2.0871166666666667
93,41255039,10758,FIRST_HALF,121212,150507,Pass,Successful,False,False,False,,,,,FIRST_HALF,127719,10758,210333.0,0.0275093,0.619673,41255040.0,210324.0,0.491875,0.281193,,,Jan,Boril,127.719,2.12865
94,41255040,10758,FIRST_HALF,121212,150507,Pass,Successful,False,False,False,,,,,FIRST_HALF,131970,10758,210324.0,0.491875,0.281193,41255041.0,210332.0,0.241443,0.341759,,,Jiri,Pavlenka,131.97,2.1995
97,41255046,10758,FIRST_HALF,121212,150507,Pass,Successful,False,False,False,,,,,FIRST_HALF,137524,10758,210332.0,0.247593,0.359376,41255047.0,210333.0,0.0299767,0.480976,,,Jakub,Brabec,137.524,2.2920666666666665
98,41255047,10758,FIRST_HALF,121212,150507,Pass,Successful,False,False,False,,,,,FIRST_HALF,138957,10758,210333.0,0.0299767,0.480976,41255048.0,210332.0,0.149567,0.338637,,,Jan,Boril,138.957,2.31595
101,41255052,10758,FIRST_HALF,121212,150507,Pass,Successful,False,False,False,,,,,FIRST_HALF,142581,10758,210332.0,0.224255,0.32156,41255053.0,210329.0,0.500358,0.305195,,,Jakub,Brabec,142.581,2.37635
102,41255053,10758,FIRST_HALF,121212,150507,Pass,Successful,False,False,False,,,,,FIRST_HALF,143916,10758,210329.0,0.500358,0.305195,41255054.0,210332.0,0.293114,0.252991,,,Vladimir,Darida,143.916,2.3986
105,41255057,10758,FIRST_HALF,121212,150507,Pass,Successful,False,False,False,,,,,FIRST_HALF,147017,10758,210332.0,0.273218,0.265673,41255058.0,210327.0,0.0996181,0.320992,,,Jakub,Brabec,147.017,2.450283333333333
107,41255066,10758,FIRST_HALF,121212,150507,Pass,Successful,False,False,False,,,,,FIRST_HALF,149099,10758,210327.0,0.0871565,0.330783,41255067.0,210333.0,0.0186669,0.466789,,,Alex,Kral,149.099,2.484983333333333
108,41255067,10758,FIRST_HALF,121212,150507,Pass,Successful,False,False,False,,,,,FIRST_HALF,149931,10758,210333.0,0.0186669,0.466789,41255068.0,210328.0,0.0872769,0.44387,,,Jan,Boril,149.931,2.49885
110,41255068,10758,FIRST_HALF,121212,150507,Pass,Unsuccessful,False,False,False,,,,,FIRST_HALF,150268,10758,210328.0,0.0872769,0.44387,41255069.0,,0.0864585,0.457583,,,Jakub,Jankto,150.268,2.5044666666666666
113,41255104,10758,FIRST_HALF,121212,150507,Intervention,,,,,,,,,FIRST_HALF,150500,10757,210303.0,0.910816,0.541657,,,,,,,Jorginho,,150.5,2.5083333333333333
114,41255086,10758,FIRST_HALF,158294,168227,Pass,Successful,False,False,False,,,,,FIRST_HALF,158294,10758,210333.0,0.161179,0.504845,41255087.0,210327.0,0.223538,0.478265,,,Jan,Boril,158.294,2.6382333333333334
115,41255086,10758,FIRST_HALF,158294,168227,Set Piece,,,,,Freekick,,,,FIRST_HALF,158294,10758,210333.0,0.161179,0.504845,41255087.0,210327.0,0.223538,0.478265,,,Jan,Boril,158.294,2.6382333333333334
117,41255091,10758,FIRST_HALF,158294,168227,Pass,Successful,False,False,False,,,,,FIRST_HALF,160076,10758,210327.0,0.281031,0.472284,41255092.0,210330.0,0.954909,0.72179,,,Alex,Kral,160.076,2.667933333333333
119,41255099,10758,FIRST_HALF,158294,168227,Pass,Successful,False,False,False,,,,,FIRST_HALF,165430,10758,210330.0,0.959203,0.724741,41255100.0,210325.0,0.985587,0.827942,,,Vladimir,Coufal,165.43,2.757166666666667
121,41255112,10758,FIRST_HALF,158294,168227,Pass,Unsuccessful,True,False,False,,,,,FIRST_HALF,168227,10758,210325.0,0.97579,0.882535,41255114.0,,0.27224,0.922747,,,Lukas,Masopust,168.227,2.8037833333333335
122,41255116,10758,FIRST_HALF,171822,176932,Recovery,,,,,,,,,FIRST_HALF,171822,10758,210328.0,0.138202,0.900079,,,,,,,Jakub,Jankto,171.822,2.8637
123,41255120,10758,FIRST_HALF,171822,176932,Pass,Successful,True,False,False,,,,,FIRST_HALF,172529,10758,210328.0,0.11879,0.920735,41255121.0,210334.0,0.378257,0.981604,,,Jakub,Jankto,172.529,2.8754833333333334
125,41255124,10758,FIRST_HALF,171822,176932,Pass,Successful,False,False,False,,,,,FIRST_HALF,176242,10758,210334.0,0.297963,0.994125,41255125.0,210328.0,0.223296,0.960923,,,Antonin,Barak,176.242,2.9373666666666667
126,41255125,10758,FIRST_HALF,171822,176932,Pass,Unsuccessful,True,False,False,,,,,FIRST_HALF,176932,10758,210328.0,0.223296,0.960923,41255126.0,,0.595015,0.948034,,,Jakub,Jankto,176.932,2.9488666666666665
128,41255131,10757,FIRST_HALF,178142,201467,Recovery,,,,,,,,,FIRST_HALF,178105,10757,210302.0,0.389029,0.048166,,,,,,,Leonardo,Spinazzola,178.105,2.9684166666666667
129,41255137,10757,FIRST_HALF,178142,201467,Pass,Successful,False,False,False,,,,,FIRST_HALF,183707,10757,210302.0,0.129888,0.185016,41255138.0,210304.0,0.0267157,0.199525,,,Leonardo,Spinazzola,183.707,3.061783333333333
130,41255138,10757,FIRST_HALF,178142,201467,Pass,Successful,False,False,False,,,,,FIRST_HALF,184528,10757,210304.0,0.0267157,0.199525,41255139.0,210301.0,0.167947,0.195243,,,Lorenzo,Insigne,184.528,3.0754666666666663
133,41255145,10757,FIRST_HALF,178142,201467,Pass,Successful,False,False,False,,,,,FIRST_HALF,187455,10757,210301.0,0.111598,0.227091,41255146.0,210304.0,0.010298,0.203187,,,Manuel,Locatelli,187.455,3.1242500000000004
134,41255146,10757,FIRST_HALF,178142,201467,Pass,Successful,False,False,False,,,,,FIRST_HALF,188083,10757,210304.0,0.010298,0.203187,41255147.0,210308.0,0.169105,0.0754667,,,Lorenzo,Insigne,188.083,3.134716666666667
137,41255151,10757,FIRST_HALF,178142,201467,Pass,Successful,False,False,False,,,,,FIRST_HALF,189780,10757,210308.0,0.165744,0.0687893,41255152.0,210307.0,0.43854,0.0371094,,,Giorgio,Chiellini,189.78,3.163
139,41255154,10757,FIRST_HALF,178142,201467,Pass,Successful,False,False,False,,,,,FIRST_HALF,193015,10757,210307.0,0.486242,0.0682249,41255155.0,210309.0,0.717246,0.196645,,,Gianluigi,Donnarumma,193.015,3.2169166666666666
141,41255161,10757,FIRST_HALF,178142,201467,Pass,Successful,False,False,False,,,,,FIRST_HALF,198413,10757,210309.0,0.758098,0.358655,41255162.0,210306.0,0.970692,0.511541,,,Leonardo,Bonucci,198.413,3.3068833333333334
143,41255167,10757,FIRST_HALF,178142,201467,Pass,Unsuccessful,False,False,False,,,,,FIRST_HALF,201467,10757,210306.0,0.961765,0.564694,41255168.0,,0.693871,0.802938,,,Alessandro,Florenzi,201.467,3.3577833333333333
144,41255150,10758,FIRST_HALF,203078,208044,Recovery,,,,,,,,,FIRST_HALF,203078,10758,210332.0,0.302542,0.191044,,,,,,,Jakub,Brabec,203.078,3.3846333333333334
145,41255163,10758,FIRST_HALF,203078,208044,Pass,Successful,False,False,False,,,,,FIRST_HALF,205122,10758,210332.0,0.162778,0.156059,41255164.0,210333.0,0.120446,0.2213,,,Jakub,Brabec,205.122,3.4187000000000003
146,41255164,10758,FIRST_HALF,203078,208044,Pass,Successful,False,False,False,,,,,FIRST_HALF,205845,10758,210333.0,0.120446,0.2213,41255165.0,210329.0,0.289291,0.299913,,,Jan,Boril,205.845,3.43075
148,41255165,10758,FIRST_HALF,203078,208044,Pass,Unsuccessful,False,False,False,,,,,FIRST_HALF,208044,10758,210329.0,0.289291,0.299913,41255166.0,,0.468026,0.811672,,,Vladimir,Darida,208.044,3.4674
150,41255171,10757,FIRST_HALF,211344,234249,Recovery,,,,,,,,,FIRST_HALF,211344,10757,210307.0,0.513699,0.188496,,,,,,,Gianluigi,Donnarumma,211.344,3.5223999999999998
151,41255179,10757,FIRST_HALF,211344,234249,Pass,Successful,False,False,False,,,,,FIRST_HALF,213756,10757,210307.0,0.542969,0.242215,41255180.0,210309.0,0.73511,0.356698,,,Gianluigi,Donnarumma,213.756,3.5626
153,41255188,10757,FIRST_HALF,211344,234249,Pass,Successful,False,False,False,,,,,FIRST_HALF,216701,10757,210309.0,0.757559,0.362351,41255189.0,210306.0,0.941348,0.489129,,,Leonardo,Bonucci,216.701,3.611683333333333
155,41255192,10757,FIRST_HALF,211344,234249,Pass,Successful,False,False,False,,,,,FIRST_HALF,219696,10757,210306.0,0.927941,0.481329,41255193.0,210309.0,0.685866,0.356901,,,Alessandro,Florenzi,219.696,3.6616
157,41255200,10757,FIRST_HALF,211344,234249,Pass,Successful,False,False,False,,,,,FIRST_HALF,226146,10757,210309.0,0.616918,0.428945,41255201.0,210308.0,0.230654,0.449266,,,Leonardo,Bonucci,226.146,3.7691
159,41255205,10757,FIRST_HALF,211344,234249,Pass,Successful,False,False,False,,,,,FIRST_HALF,229981,10757,210308.0,0.281431,0.474304,41255206.0,210309.0,0.563269,0.42737,,,Giorgio,Chiellini,229.981,3.8330166666666665
161,41255212,10757,FIRST_HALF,211344,234249,Pass,Unsuccessful,False,False,False,,,,,FIRST_HALF,233170,10757,210309.0,0.606853,0.442449,41255213.0,,0.609424,0.684327,,,Leonardo,Bonucci,233.17,3.8861666666666665
163,41255196,10757,FIRST_HALF,211344,234249,Pass,Successful,False,False,False,,,,,FIRST_HALF,234137,10758,210332.0,0.409863,0.317202,41255197.0,210334.0,0.429428,0.414142,,,Jakub,Brabec,234.137,3.9022833333333335
164,41255196,10757,FIRST_HALF,211344,234249,Interception,,,,,,,,,FIRST_HALF,234137,10758,210332.0,0.409863,0.317202,41255197.0,210334.0,0.429428,0.414142,,,Jakub,Brabec,234.137,3.9022833333333335
165,41255196,10758,FIRST_HALF,234249,235650,Pass,Successful,False,False,False,,,,,FIRST_HALF,234137,10758,210332.0,0.409863,0.317202,41255197.0,210334.0,0.429428,0.414142,,,Jakub,Brabec,234.137,3.9022833333333335
166,41255196,10758,FIRST_HALF,234249,235650,Interception,,,,,,,,,FIRST_HALF,234137,10758,210332.0,0.409863,0.317202,41255197.0,210334.0,0.429428,0.414142,,,Jakub,Brabec,234.137,3.9022833333333335
167,41255197,10758,FIRST_HALF,234249,235650,Pass,Successful,False,False,False,,,,,FIRST_HALF,234823,10758,210334.0,0.429428,0.414142,41255198.0,210328.0,0.290901,0.42607,,,Antonin,Barak,234.823,3.9137166666666667
169,41255198,10758,FIRST_HALF,234249,235650,Foul,,,,,Handball Foul,,,,FIRST_HALF,235650,10758,210328.0,0.290901,0.42607,,,,,,,Jakub,Jankto,235.65,3.9275
171,41255224,10757,FIRST_HALF,245294,265399,Pass,Successful,False,False,False,,,,,FIRST_HALF,245294,10757,210303.0,0.651927,0.529086,41255225.0,210301.0,0.282838,0.511629,,,Jorginho,,245.294,4.088233333333333
172,41255224,10757,FIRST_HALF,245294,265399,Set Piece,,,,,Freekick,,,,FIRST_HALF,245294,10757,210303.0,0.651927,0.529086,41255225.0,210301.0,0.282838,0.511629,,,Jorginho,,245.294,4.088233333333333
174,41255230,10757,FIRST_HALF,245294,265399,Pass,Successful,False,False,False,,,,,FIRST_HALF,250706,10757,210301.0,0.300176,0.532041,41255231.0,210309.0,0.588533,0.437531,,,Manuel,Locatelli,250.706,4.178433333333333
176,41255234,10757,FIRST_HALF,245294,265399,Pass,Successful,False,False,False,,,,,FIRST_HALF,253169,10757,210309.0,0.628884,0.434645,41255235.0,210306.0,0.866959,0.515574,,,Leonardo,Bonucci,253.169,4.219483333333334
178,41255241,10757,FIRST_HALF,245294,265399,Pass,Successful,False,False,False,,,,,FIRST_HALF,255705,10757,210306.0,0.897439,0.532285,41255242.0,210310.0,0.964135,0.611118,,,Alessandro,Florenzi,255.705,4.26175
180,41255249,10757,FIRST_HALF,245294,265399,Pass,Successful,False,False,False,,,,,FIRST_HALF,257335,10757,210310.0,0.950099,0.613708,41255250.0,210305.0,0.826001,0.976863,,,Domenico,Berardi,257.335,4.288916666666666
182,41255272,10757,FIRST_HALF,245294,265399,Pass,Successful,False,False,False,,,,,FIRST_HALF,263367,10757,210305.0,0.975724,0.928497,41255273.0,210310.0,0.903984,0.8702,,,Ciro,Immobile,263.367,4.38945
184,41255218,10757,FIRST_HALF,245294,265399,Duel,Successful,,,,Ground,,,,FIRST_HALF,265399,10758,210329.0,0.0749526,0.125972,,,,,,,Vladimir,Darida,265.399,4.423316666666667
185,41255218,10757,FIRST_HALF,245294,265399,Intervention,,,,,,,,,FIRST_HALF,265399,10758,210329.0,0.0749526,0.125972,,,,,,,Vladimir,Darida,265.399,4.423316666666667
186,41255222,10758,FIRST_HALF,265821,267828,Recovery,,,,,,,,,FIRST_HALF,265821,10758,210334.0,0.0832992,0.141446,,,,,,,Antonin,Barak,265.821,4.430350000000001
187,41255227,10758,FIRST_HALF,265821,267828,Pass,Successful,False,False,False,,,,,FIRST_HALF,266466,10758,210334.0,0.111278,0.154799,41255228.0,210333.0,0.117971,0.141397,,,Antonin,Barak,266.466,4.4411000000000005
188,41255228,10758,FIRST_HALF,265821,267828,Pass,Successful,False,False,False,,,,,FIRST_HALF,266894,10758,210333.0,0.117971,0.141397,41255229.0,210328.0,0.0943205,0.220033,,,Jan,Boril,266.894,4.4482333333333335
190,41255278,10758,FIRST_HALF,265821,267828,Foul,,,,,Foul,,,,FIRST_HALF,267828,10757,210306.0,0.907487,0.77572,,,,,,,Alessandro,Florenzi,267.828,4.4638
191,41255243,10758,FIRST_HALF,308520,308520,Pass,Unsuccessful,False,False,False,,,,,FIRST_HALF,308520,10758,210333.0,0.127516,0.232541,41255244.0,,0.495271,0.683959,,,Jan,Boril,308.52,5.1419999999999995
192,41255243,10758,FIRST_HALF,308520,308520,Set Piece,,,,,Freekick,,,,FIRST_HALF,308520,10758,210333.0,0.127516,0.232541,41255244.0,,0.495271,0.683959,,,Jan,Boril,308.52,5.1419999999999995
193,41255299,10757,FIRST_HALF,312609,312609,Pass,Unsuccessful,False,False,False,,,,,FIRST_HALF,312477,10757,210308.0,0.537299,0.317644,41255300.0,,0.555052,0.463667,,,Giorgio,Chiellini,312.477,5.207949999999999
194,41255299,10757,FIRST_HALF,312609,312609,Recovery,,,,,,,,,FIRST_HALF,312477,10757,210308.0,0.537299,0.317644,41255300.0,,0.555052,0.463667,,,Giorgio,Chiellini,312.477,5.207949999999999
