,eventId,teamId_x,eventPeriod_x,startTime,endTime,eventType,outcome,cross,keyPass,assist,subEventType,bodyPart,xG,eventTypes,eventPeriod_y,eventTime,teamId_y,playerId,x,y,relativeEvent_eventId,relativeEvent_playerId,relativeEvent_x,relativeEvent_y,ballPosition_x,ballPosition_y,playerName,playerLastName,time_sec,time_min
559,41256246,10758,FIRST_HALF,1281443,1293131,Set Piece,,,,,Throw-In,,,,FIRST_HALF,1281443,10758,210325.0,1.0,0.382602,41256247.0,210327.0,0.895551,0.417346,,,Lukas,Masopust,1281.443,21.357383333333335
561,41256212,10758,FIRST_HALF,1281443,1293131,Pass,Successful,False,False,False,,,,,FIRST_HALF,1286670,10758,210327.0,0.647416,0.595936,41256213.0,210330.0,0.868419,0.78135,,,Alex,Kral,1286.67,21.4445
563,41256234,10758,FIRST_HALF,1281443,1293131,Pass,Successful,False,True,False,,,,,FIRST_HALF,1289620,10758,210330.0,0.845604,0.82819,41256235.0,210334.0,0.758871,0.812388,,,Vladimir,Coufal,1289.62,21.493666666666666
565,41256231,10758,FIRST_HALF,1281443,1293131,Shot,Blocked,,,,,Left Foot,0.047201059566291434,,FIRST_HALF,1293131,10758,210334.0,0.726846,0.863739,,,,,,,Antonin,Barak,1293.131,21.552183333333335
566,41256483,10757,FIRST_HALF,1295207,1298212,Duel,Successful,,,,Ground,,,,FIRST_HALF,1295207,10757,210305.0,0.330068,0.266539,,,,,,,Ciro,Immobile,1295.207,21.586783333333337
567,41256483,10757,FIRST_HALF,1295207,1298212,Recovery,,,,,,,,,FIRST_HALF,1295207,10757,210305.0,0.330068,0.266539,,,,,,,Ciro,Immobile,1295.207,21.586783333333337
568,41256497,10757,FIRST_HALF,1295207,1298212,Pass,Successful,False,False,False,,,,,FIRST_HALF,1295927,10757,210305.0,0.299861,0.249109,41256498.0,210304.0,0.23573,0.234782,,,Ciro,Immobile,1295.927,21.598783333333333
570,41256269,10757,FIRST_HALF,1295207,1298212,Foul,,,,,Foul,,,,FIRST_HALF,1298212,10758,210334.0,0.83298,0.715401,,,,,,,Antonin,Barak,1298.212,21.636866666666666
571,41256647,10757,FIRST_HALF,1307909,1335785,Pass,Successful,False,False,False,,,,,FIRST_HALF,1307909,10757,210301.0,0.160462,0.271933,41256648.0,210308.0,0.29597,0.183725,,,Manuel,Locatelli,1307.909,21.798483333333333
572,41256647,10757,FIRST_HALF,1307909,1335785,Set Piece,,,,,Freekick,,,,FIRST_HALF,1307909,10757,210301.0,0.160462,0.271933,41256648.0,210308.0,0.29597,0.183725,,,Manuel,Locatelli,1307.909,21.798483333333333
574,41256549,10757,FIRST_HALF,1307909,1335785,Pass,Successful,False,False,False,,,,,FIRST_HALF,1310009,10757,210308.0,0.270085,0.178539,41256550.0,210301.0,0.183125,0.227263,,,Giorgio,Chiellini,1310.009,21.833483333333334
576,41256555,10757,FIRST_HALF,1307909,1335785,Pass,Successful,False,False,False,,,,,FIRST_HALF,1315329,10757,210301.0,0.181641,0.298195,41256556.0,210309.0,0.637833,0.26289,,,Manuel,Locatelli,1315.329,21.92215
578,41256565,10757,FIRST_HALF,1307909,1335785,Pass,Successful,False,False,False,,,,,FIRST_HALF,1322648,10757,210309.0,0.820766,0.393262,41256566.0,210303.0,0.639271,0.415352,,,Leonardo,Bonucci,1322.648,22.04413333333333
580,41256589,10757,FIRST_HALF,1307909,1335785,Pass,Successful,False,False,False,,,,,FIRST_HALF,1328503,10757,210303.0,0.36896,0.55182,41256590.0,210301.0,0.198858,0.604408,,,Jorginho,,1328.503,22.141716666666664
582,41256599,10757,FIRST_HALF,1307909,1335785,Pass,Successful,False,False,False,,,,,FIRST_HALF,1332068,10757,210301.0,0.15535,0.641938,41256600.0,210304.0,0.305768,0.717146,,,Manuel,Locatelli,1332.068,22.201133333333335
584,41256616,10757,FIRST_HALF,1307909,1335785,Pass,Unsuccessful,True,False,False,,,,,FIRST_HALF,1334209,10757,210304.0,0.306268,0.7185,41256617.0,210311.0,0.472745,0.913158,,,Lorenzo,Insigne,1334.209,22.236816666666666
585,41256354,10757,FIRST_HALF,1307909,1335785,Duel,Successful,,,,Aerial,,,,FIRST_HALF,1335785,10758,210332.0,0.501864,0.0980213,,,,,,,Jakub,Brabec,1335.785,22.263083333333334
586,41256354,10757,FIRST_HALF,1307909,1335785,Intervention,,,,,,,,,FIRST_HALF,1335785,10758,210332.0,0.501864,0.0980213,,,,,,,Jakub,Brabec,1335.785,22.263083333333334
587,41256625,10757,FIRST_HALF,1337254,1338448,Recovery,,,,,,,,,FIRST_HALF,1337254,10757,210305.0,0.341642,0.940266,,,,,,,Ciro,Immobile,1337.254,22.287566666666667
588,41256639,10757,FIRST_HALF,1337254,1338448,Shot,Goal,,,,,Right Foot,0.17885582891771504,,FIRST_HALF,1338448,10757,210305.0,0.353196,0.937721,,,,,0.153008,0.172248,Ciro,Immobile,1338.448,22.307466666666667
589,41256320,10758,FIRST_HALF,1398859,1405527,Pass,Successful,False,False,False,,,,,FIRST_HALF,1398859,10758,210334.0,0.497797,0.499618,41256321.0,210327.0,0.575839,0.427516,,,Antonin,Barak,1398.859,23.314316666666667
591,41256327,10758,FIRST_HALF,1398859,1405527,Pass,Successful,False,False,False,,,,,FIRST_HALF,1400750,10758,210327.0,0.631731,0.432383,41256328.0,210331.0,0.694373,0.310971,,,Alex,Kral,1400.75,23.345833333333335
593,41256332,10758,FIRST_HALF,1398859,1405527,Pass,Successful,False,False,False,,,,,FIRST_HALF,1402923,10758,210331.0,0.661247,0.319035,41256333.0,210332.0,0.343538,0.240341,,,Ondrej,Celustka,1402.923,23.38205
595,41256338,10758,FIRST_HALF,1398859,1405527,Pass,Unsuccessful,False,False,False,,,,,FIRST_HALF,1405527,10758,210332.0,0.242035,0.252966,41256339.0,,0.287335,0.544507,,,Jakub,Brabec,1405.527,23.42545
596,41256715,10757,FIRST_HALF,1407723,1411926,Pass,Successful,False,False,False,,,,,FIRST_HALF,1407619,10757,210309.0,0.708257,0.4529,41256716.0,210304.0,0.492176,0.567258,,,Leonardo,Bonucci,1407.619,23.460316666666664
597,41256715,10757,FIRST_HALF,1407723,1411926,Recovery,,,,,,,,,FIRST_HALF,1407619,10757,210309.0,0.708257,0.4529,41256716.0,210304.0,0.492176,0.567258,,,Leonardo,Bonucci,1407.619,23.460316666666664
599,41256720,10757,FIRST_HALF,1407723,1411926,Take-On,Unsuccessful,,,,,,,,FIRST_HALF,1411258,10757,210304.0,0.635648,0.551322,,,,,,,Lorenzo,Insigne,1411.258,23.520966666666666
600,41256386,10757,FIRST_HALF,1407723,1411926,Intervention,,,,,,,,,FIRST_HALF,1411926,10758,210328.0,0.301673,0.451233,,,,,,,Jakub,Jankto,1411.926,23.5321
601,41256391,10758,FIRST_HALF,1413220,1420409,Recovery,,,,,,,,,FIRST_HALF,1413220,10758,210329.0,0.270175,0.420037,,,,,,,Vladimir,Darida,1413.22,23.55366666666667
602,41256398,10758,FIRST_HALF,1413220,1420409,Duel,Successful,,,,Ground,,,,FIRST_HALF,1414685,10758,210329.0,0.320059,0.427077,,,,,,,Vladimir,Darida,1414.685,23.578083333333332
603,41256399,10758,FIRST_HALF,1413220,1420409,Pass,Successful,False,False,False,,,,,FIRST_HALF,1415634,10758,210329.0,0.334207,0.404479,41256400.0,210332.0,0.304825,0.312042,,,Vladimir,Darida,1415.634,23.5939
605,41256405,10758,FIRST_HALF,1413220,1420409,Pass,Successful,False,False,False,,,,,FIRST_HALF,1417116,10758,210332.0,0.311273,0.319107,41256406.0,210327.0,0.255736,0.4099,,,Jakub,Brabec,1417.116,23.6186
607,41256427,10758,FIRST_HALF,1413220,1420409,Take-On,Unsuccessful,,,,,,,,FIRST_HALF,1419038,10758,210327.0,0.226016,0.426871,,,,,,,Alex,Kral,1419.038,23.650633333333335
608,41256802,10758,FIRST_HALF,1413220,1420409,Interception,,,,,,,,,FIRST_HALF,1420409,10757,210303.0,0.704838,0.530068,,,,,,,Jorginho,,1420.409,23.673483333333333
609,41256802,10757,FIRST_HALF,1420409,1430908,Interception,,,,,,,,,FIRST_HALF,1420409,10757,210303.0,0.704838,0.530068,,,,,,,Jorginho,,1420.409,23.673483333333333
610,41256756,10757,FIRST_HALF,1420409,1430908,Pass,Successful,False,False,False,,,,,FIRST_HALF,1422964,10757,210303.0,0.71581,0.602788,41256757.0,210310.0,0.877236,0.723716,,,Jorginho,,1422.964,23.716066666666666
612,41256791,10757,FIRST_HALF,1420409,1430908,Pass,Successful,False,True,False,,,,,FIRST_HALF,1426534,10757,210310.0,0.814515,0.839795,41256792.0,210304.0,0.356619,0.762725,,,Domenico,Berardi,1426.534,23.77556666666667
614,41256786,10757,FIRST_HALF,1420409,1430908,Shot,Blocked,,,,,Right Foot,0.041132767461179845,,FIRST_HALF,1430908,10757,210304.0,0.387876,0.777162,,,,,,,Lorenzo,Insigne,1430.908,23.848466666666663
615,41256443,10758,FIRST_HALF,1431907,1437398,Recovery,,,,,,,,,FIRST_HALF,1431907,10758,210328.0,0.408514,0.225724,,,,,,,Jakub,Jankto,1431.907,23.865116666666665
616,41256454,10758,FIRST_HALF,1431907,1437398,Pass,Successful,False,False,False,,,,,FIRST_HALF,1433343,10758,210328.0,0.444301,0.237224,41256455.0,210325.0,0.690221,0.158151,,,Jakub,Jankto,1433.343,23.88905
618,41256462,10758,FIRST_HALF,1431907,1437398,Pass,Unsuccessful,False,False,False,,,,,FIRST_HALF,1437398,10758,210325.0,0.714412,0.169929,41256463.0,,0.75225,0.195816,,,Lukas,Masopust,1437.398,23.956633333333333
619,41256827,10757,FIRST_HALF,1437775,1441297,Recovery,,,,,,,,,FIRST_HALF,1437775,10757,210302.0,0.249916,0.803353,,,,,,,Leonardo,Spinazzola,1437.775,23.96291666666667
620,41256839,10757,FIRST_HALF,1437775,1441297,Pass,Successful,False,False,False,,,,,FIRST_HALF,1439706,10757,210302.0,0.356543,0.757511,41256840.0,210311.0,0.515893,0.760388,,,Leonardo,Spinazzola,1439.706,23.995099999999997
621,41256840,10757,FIRST_HALF,1437775,1441297,Pass,Unsuccessful,False,False,False,,,,,FIRST_HALF,1440408,10757,210311.0,0.515893,0.760388,41256841.0,,0.429367,0.818651,,,Nicolo,Barella,1440.408,24.0068
624,41256470,10757,FIRST_HALF,1437775,1441297,Interception,,,,,,,,,FIRST_HALF,1441297,10758,210325.0,0.567781,0.175112,,,,,,,Lukas,Masopust,1441.297,24.021616666666667
625,41256470,10758,FIRST_HALF,1441297,1449325,Interception,,,,,,,,,FIRST_HALF,1441297,10758,210325.0,0.567781,0.175112,,,,,,,Lukas,Masopust,1441.297,24.021616666666667
626,41256478,10758,FIRST_HALF,1441297,1449325,Pass,Successful,False,False,False,,,,,FIRST_HALF,1443467,10758,210325.0,0.482909,0.177652,41256479.0,210333.0,0.0793016,0.18722,,,Lukas,Masopust,1443.467,24.057783333333337
627,41256479,10758,FIRST_HALF,1441297,1449325,Pass,Unsuccessful,False,False,False,,,,,FIRST_HALF,1447369,10758,210333.0,0.0793016,0.18722,41256480.0,,0.153369,0.525855,,,Jan,Boril,1447.369,24.122816666666665
630,41256850,10758,FIRST_HALF,1441297,1449325,Intervention,,,,,,,,,FIRST_HALF,1449325,10757,210309.0,0.865086,0.471932,,,,,,,Leonardo,Bonucci,1449.325,24.155416666666667
631,41256490,10758,FIRST_HALF,1460214,1482995,Pass,Successful,False,False,False,,,,,FIRST_HALF,1460214,10758,210328.0,0.0,0.527196,41256491.0,210332.0,0.187887,0.340136,,,Jakub,Jankto,1460.214,24.3369
632,41256490,10758,FIRST_HALF,1460214,1482995,Set Piece,,,,,Throw-In,,,,FIRST_HALF,1460214,10758,210328.0,0.0,0.527196,41256491.0,210332.0,0.187887,0.340136,,,Jakub,Jankto,1460.214,24.3369
634,41256499,10758,FIRST_HALF,1460214,1482995,Pass,Successful,False,False,False,,,,,FIRST_HALF,1464127,10758,210332.0,0.219666,0.333719,41256500.0,210331.0,0.649959,0.302925,,,Jakub,Brabec,1464.127,24.402116666666664
636,41256507,10758,FIRST_HALF,1460214,1482995,Pass,Successful,False,False,False,,,,,FIRST_HALF,1471479,10758,210331.0,0.843205,0.472756,41256508.0,210330.0,0.96432,0.418159,,,Ondrej,Celustka,1471.479,24.52465
638,41256522,10758,FIRST_HALF,1460214,1482995,Pass,Successful,False,False,False,,,,,FIRST_HALF,1473762,10758,210330.0,0.952585,0.419416,41256523.0,210329.0,0.588077,0.290483,,,Vladimir,Coufal,1473.762,24.5627
639,41256523,10758,FIRST_HALF,1460214,1482995,Pass,Successful,False,False,False,,,,,FIRST_HALF,1477210,10758,210329.0,0.588077,0.290483,41256524.0,210332.0,0.312851,0.294872,,,Vladimir,Darida,1477.21,24.620166666666666
642,41256528,10758,FIRST_HALF,1460214,1482995,Pass,Successful,False,False,False,,,,,FIRST_HALF,1479483,10758,210332.0,0.312273,0.300894,41256529.0,210333.0,0.0135217,0.453225,,,Jakub,Brabec,1479.483,24.65805
644,41256538,10758,FIRST_HALF,1460214,1482995,Pass,Unsuccessful,False,False,False,,,,,FIRST_HALF,1481706,10758,210333.0,0.0210346,0.453245,41256539.0,,0.0329221,0.550441,,,Jan,Boril,1481.706,24.6951
646,41257567,10758,FIRST_HALF,1460214,1482995,Clearance,,,,,,,,,FIRST_HALF,1482972,10757,210309.0,0.971172,0.452009,,,,,,,Leonardo,Bonucci,1482.972,24.7162
647,41256620,10758,FIRST_HALF,1509163,1510273,Pass,Unsuccessful,False,False,False,,,,,FIRST_HALF,1509163,10758,210333.0,0.0,0.582432,41256621.0,,0.0750437,0.722538,,,Jan,Boril,1509.163,25.152716666666667
648,41256620,10758,FIRST_HALF,1509163,1510273,Set Piece,,,,,Throw-In,,,,FIRST_HALF,1509163,10758,210333.0,0.0,0.582432,41256621.0,,0.0750437,0.722538,,,Jan,Boril,1509.163,25.152716666666667
650,41257588,10758,FIRST_HALF,1509163,1510273,Intervention,,,,,,,,,FIRST_HALF,1510258,10757,210309.0,0.91458,0.282901,,,,,,,Leonardo,Bonucci,1510.258,25.17096666666667
651,41256628,10758,FIRST_HALF,1511630,1515500,Pass,Successful,False,False,False,,,,,FIRST_HALF,1511630,10758,210326.0,0.0451401,0.76429,41256629.0,210328.0,0.0369605,0.912257,,,Michael,Krmencik,1511.63,25.193833333333334
652,41256628,10758,FIRST_HALF,1511630,1515500,Recovery,,,,,,,,,FIRST_HALF,1511630,10758,210326.0,0.0451401,0.76429,41256629.0,210328.0,0.0369605,0.912257,,,Michael,Krmencik,1511.63,25.193833333333334
653,41256629,10758,FIRST_HALF,1511630,1515500,Pass,Unsuccessful,True,False,False,,,,,FIRST_HALF,1513569,10758,210328.0,0.0369605,0.912257,41256630.0,,0.335396,0.906779,,,Jakub,Jankto,1513.569,25.22615
656,41257596,10758,FIRST_HALF,1511630,1515500,Clearance,,,,,,,,,FIRST_HALF,1515500,10757,210308.0,0.658424,0.0986915,,,,,,,Giorgio,Chiellini,1515.5,25.258333333333333
657,41256645,10758,FIRST_HALF,1525250,1526605,Pass,Unsuccessful,False,False,False,,,,,FIRST_HALF,1525250,10758,210333.0,0.0,0.907884,41256646.0,,0.190968,0.90385,,,Jan,Boril,1525.25,25.420833333333334
658,41256645,10758,FIRST_HALF,1525250,1526605,Set Piece,,,,,Throw-In,,,,FIRST_HALF,1525250,10758,210333.0,0.0,0.907884,41256646.0,,0.190968,0.90385,,,Jan,Boril,1525.25,25.420833333333334
660,41257615,10758,FIRST_HALF,1525250,1526605,Interception,,,,,,,,,FIRST_HALF,1526374,10757,210311.0,0.799797,0.10026,,,,,,,Nicolo,Barella,1526.374,25.439566666666668
661,41257615,10757,FIRST_HALF,1526605,1527761,Interception,,,,,,,,,FIRST_HALF,1526374,10757,210311.0,0.799797,0.10026,,,,,,,Nicolo,Barella,1526.374,25.439566666666668
662,41257603,10757,FIRST_HALF,1526605,1527761,Pass,Unsuccessful,False,False,False,,,,,FIRST_HALF,1527496,10757,210309.0,0.814562,0.0621455,41257604.0,,0.824104,0.0665035,,,Leonardo,Bonucci,1527.496,25.458266666666667
664,41256654,10757,FIRST_HALF,1526605,1527761,Intervention,,,,,,,,,FIRST_HALF,1527659,10758,210334.0,0.176885,0.936176,,,,,,,Antonin,Barak,1527.659,25.460983333333335
665,41257619,10757,FIRST_HALF,1541136,1557608,Pass,Successful,False,False,False,,,,,FIRST_HALF,1541136,10757,210308.0,0.371332,0.0452901,41257620.0,210307.0,0.541368,0.0526167,,,Giorgio,Chiellini,1541.136,25.6856
666,41257619,10757,FIRST_HALF,1541136,1557608,Set Piece,,,,,Goal Kick,,,,FIRST_HALF,1541136,10757,210308.0,0.371332,0.0452901,41257620.0,210307.0,0.541368,0.0526167,,,Giorgio,Chiellini,1541.136,25.6856
668,41257627,10757,FIRST_HALF,1541136,1557608,Pass,Successful,False,False,False,,,,,FIRST_HALF,1545225,10757,210307.0,0.627918,0.0577932,41257628.0,210309.0,0.788076,0.0355266,,,Gianluigi,Donnarumma,1545.225,25.75375
670,41257630,10757,FIRST_HALF,1541136,1557608,Pass,Successful,False,False,False,,,,,FIRST_HALF,1548470,10757,210309.0,0.82594,0.0523111,41257631.0,210306.0,0.987709,0.125487,,,Leonardo,Bonucci,1548.47,25.807833333333335
672,41257635,10757,FIRST_HALF,1541136,1557608,Pass,Successful,False,False,False,,,,,FIRST_HALF,1553043,10757,210306.0,0.951358,0.0809297,41257636.0,210309.0,0.899166,0.105121,,,Alessandro,Florenzi,1553.043,25.88405
673,41257636,10757,FIRST_HALF,1541136,1557608,Pass,Successful,False,False,False,,,,,FIRST_HALF,1554182,10757,210309.0,0.899166,0.105121,41257637.0,210305.0,0.807184,0.285431,,,Leonardo,Bonucci,1554.182,25.903033333333333
676,41257647,10757,FIRST_HALF,1541136,1557608,Pass,Successful,False,False,False,,,,,FIRST_HALF,1556542,10757,210305.0,0.837856,0.275328,41257648.0,210303.0,0.777214,0.196179,,,Ciro,Immobile,1556.542,25.942366666666665
677,41257648,10757,FIRST_HALF,1541136,1557608,Pass,Unsuccessful,False,False,False,,,,,FIRST_HALF,1557608,10757,210303.0,0.777214,0.196179,41257649.0,,0.639588,0.488436,,,Jorginho,,1557.608,25.96013333333333
679,41256669,10758,FIRST_HALF,1559571,1560581,Recovery,,,,,,,,,FIRST_HALF,1559571,10758,210330.0,0.369074,0.506959,,,,,,,Vladimir,Coufal,1559.571,25.992849999999997
680,41256675,10758,FIRST_HALF,1559571,1560581,Pass,Unsuccessful,False,False,False,,,,,FIRST_HALF,1560581,10758,210330.0,0.342604,0.523308,41256676.0,,0.158201,0.603731,,,Vladimir,Coufal,1560.581,26.00968333333333
681,41257660,10757,FIRST_HALF,1561960,1563314,Pass,Successful,False,False,False,,,,,FIRST_HALF,1561925,10757,210310.0,0.844699,0.403105,41257661.0,210305.0,0.656603,0.428499,,,Domenico,Berardi,1561.925,26.032083333333333
682,41257660,10757,FIRST_HALF,1561960,1563314,Recovery,,,,,,,,,FIRST_HALF,1561925,10757,210310.0,0.844699,0.403105,41257661.0,210305.0,0.656603,0.428499,,,Domenico,Berardi,1561.925,26.032083333333333
683,41257661,10757,FIRST_HALF,1561960,1563314,Pass,Unsuccessful,False,False,False,,,,,FIRST_HALF,1563314,10757,210305.0,0.656603,0.428499,41257662.0,,0.593621,0.527397,,,Ciro,Immobile,1563.314,26.055233333333334
685,41256697,10758,FIRST_HALF,1563763,1574495,Recovery,,,,,,,,,FIRST_HALF,1563702,10758,210330.0,0.395027,0.47982,,,,,,,Vladimir,Coufal,1563.702,26.0617
686,41256708,10758,FIRST_HALF,1563763,1574495,Pass,Successful,False,False,False,,,,,FIRST_HALF,1567299,10758,210330.0,0.36326,0.434956,41256709.0,210333.0,0.143873,0.441904,,,Vladimir,Coufal,1567.299,26.12165
687,41256709,10758,FIRST_HALF,1563763,1574495,Pass,Successful,False,False,False,,,,,FIRST_HALF,1568367,10758,210333.0,0.143873,0.441904,41256710.0,210327.0,0.112353,0.522915,,,Jan,Boril,1568.367,26.13945
690,41256717,10758,FIRST_HALF,1563763,1574495,Take-On,Unsuccessful,,,,,,,,FIRST_HALF,1572272,10758,210327.0,0.0351805,0.668593,,,,,,,Alex,Kral,1572.272,26.204533333333334
691,41257676,10758,FIRST_HALF,1563763,1574495,Duel,Successful,,,,Ground,,,,FIRST_HALF,1574495,10757,210306.0,0.984004,0.19922,,,,,,,Alessandro,Florenzi,1574.495,26.24158333333333
692,41257676,10758,FIRST_HALF,1563763,1574495,Interception,,,,,,,,,FIRST_HALF,1574495,10757,210306.0,0.984004,0.19922,,,,,,,Alessandro,Florenzi,1574.495,26.24158333333333
693,41257676,10757,FIRST_HALF,1574495,1585433,Duel,Successful,,,,Ground,,,,FIRST_HALF,1574495,10757,210306.0,0.984004,0.19922,,,,,,,Alessandro,Florenzi,1574.495,26.24158333333333
694,41257676,10757,FIRST_HALF,1574495,1585433,Interception,,,,,,,,,FIRST_HALF,1574495,10757,210306.0,0.984004,0.19922,,,,,,,Alessandro,Florenzi,1574.495,26.24158333333333
695,41257694,10757,FIRST_HALF,1574495,1585433,Duel,Successful,,,,Ground,,,,FIRST_HALF,1576306,10757,210306.0,0.97901,0.191955,,,,,,,Alessandro,Florenzi,1576.306,26.271766666666668
696,41257696,10757,FIRST_HALF,1574495,1585433,Pass,Successful,False,False,False,,,,,FIRST_HALF,1577455,10757,210306.0,0.96006,0.206536,41257697.0,210309.0,0.8006,0.149259,,,Alessandro,Florenzi,1577.455,26.290916666666664
698,41257706,10757,FIRST_HALF,1574495,1585433,Pass,Successful,False,False,False,,,,,FIRST_HALF,1579456,10757,210309.0,0.787231,0.157655,41257707.0,210301.0,0.671967,0.244897,,,Leonardo,Bonucci,1579.456,26.324266666666666
699,41257707,10757,FIRST_HALF,1574495,1585433,Pass,Successful,False,False,False,,,,,FIRST_HALF,1580127,10757,210301.0,0.671967,0.244897,41257708.0,210309.0,0.768933,0.145532,,,Manuel,Locatelli,1580.127,26.335449999999998
702,41257711,10757,FIRST_HALF,1574495,1585433,Pass,Successful,False,False,False,,,,,FIRST_HALF,1582152,10757,210309.0,0.760465,0.139405,41257712.0,210307.0,0.568166,0.0402721,,,Leonardo,Bonucci,1582.152,26.3692
704,41257713,10757,FIRST_HALF,1574495,1585433,Pass,Unsuccessful,False,False,False,,,,,FIRST_HALF,1585433,10757,210307.0,0.615953,0.0172099,41257714.0,,1.0,0.235136,,,Gianluigi,Donnarumma,1585.433,26.423883333333333
705,41256746,10758,FIRST_HALF,1598884,1610233,Pass,Successful,False,False,False,,,,,FIRST_HALF,1598884,10758,210333.0,0.0,0.715296,41256747.0,210332.0,0.128473,0.551469,,,Jan,Boril,1598.884,26.64806666666667
706,41256746,10758,FIRST_HALF,1598884,1610233,Set Piece,,,,,Throw-In,,,,FIRST_HALF,1598884,10758,210333.0,0.0,0.715296,41256747.0,210332.0,0.128473,0.551469,,,Jan,Boril,1598.884,26.64806666666667
708,41256753,10758,FIRST_HALF,1598884,1610233,Pass,Successful,False,False,False,,,,,FIRST_HALF,1601878,10758,210332.0,0.15993,0.552124,41256754.0,210329.0,0.236833,0.628537,,,Jakub,Brabec,1601.878,26.697966666666666
709,41256754,10758,FIRST_HALF,1598884,1610233,Pass,Successful,False,False,False,,,,,FIRST_HALF,1602670,10758,210329.0,0.236833,0.628537,41256755.0,210332.0,0.174396,0.537174,,,Vladimir,Darida,1602.67,26.711166666666667
712,41256772,10758,FIRST_HALF,1598884,1610233,Pass,Successful,False,False,False,,,,,FIRST_HALF,1605826,10758,210332.0,0.20989,0.534811,41256773.0,210325.0,0.860361,0.837552,,,Jakub,Brabec,1605.826,26.763766666666665
714,41257745,10758,FIRST_HALF,1598884,1610233,Duel,Successful,,,,Ground,,,,FIRST_HALF,1610233,10757,210304.0,0.15564,0.162424,,,,,,,Lorenzo,Insigne,1610.233,26.837216666666666
715,41257745,10758,FIRST_HALF,1598884,1610233,Intervention,,,,,,,,,FIRST_HALF,1610233,10757,210304.0,0.15564,0.162424,,,,,,,Lorenzo,Insigne,1610.233,26.837216666666666
716,41257752,10757,FIRST_HALF,1613030,1613910,Recovery,,,,,,,,,FIRST_HALF,1613030,10757,210302.0,0.237341,0.0369978,,,,,,,Leonardo,Spinazzola,1613.03,26.88383333333333
717,41257766,10757,FIRST_HALF,1613030,1613910,Pass,Unsuccessful,False,False,False,,,,,FIRST_HALF,1613910,10757,210302.0,0.210683,0.00466835,41257767.0,,0.0533807,0.194768,,,Leonardo,Spinazzola,1613.91,26.898500000000002
718,41256800,10758,FIRST_HALF,1616826,1621416,Pass,Successful,False,False,False,,,,,FIRST_HALF,1616798,10758,210330.0,0.930638,0.806877,41256801.0,210327.0,0.791681,0.754359,,,Vladimir,Coufal,1616.798,26.946633333333335
719,41256800,10758,FIRST_HALF,1616826,1621416,Recovery,,,,,,,,,FIRST_HALF,1616798,10758,210330.0,0.930638,0.806877,41256801.0,210327.0,0.791681,0.754359,,,Vladimir,Coufal,1616.798,26.946633333333335
721,41256806,10758,FIRST_HALF,1616826,1621416,Pass,Successful,False,False,False,,,,,FIRST_HALF,1618601,10758,210327.0,0.827644,0.752953,41256807.0,210329.0,0.922474,0.695377,,,Alex,Kral,1618.601,26.976683333333334
723,41256817,10758,FIRST_HALF,1616826,1621416,Pass,Unsuccessful,True,False,False,,,,,FIRST_HALF,1621056,10758,210329.0,0.918872,0.745177,41256818.0,,0.879591,0.766768,,,Vladimir,Darida,1621.056,27.0176
725,41257777,10758,FIRST_HALF,1616826,1621416,Intervention,,,,,,,,,FIRST_HALF,1621264,10757,210301.0,0.124405,0.236485,,,,,,,Manuel,Locatelli,1621.264,27.021066666666666
726,41257825,10757,FIRST_HALF,1623191,1637988,Recovery,,,,,,,,,FIRST_HALF,1623191,10757,210307.0,0.488878,0.0568241,,,,,,,Gianluigi,Donnarumma,1623.191,27.053183333333333
727,41257790,10757,FIRST_HALF,1623191,1637988,Pass,Successful,False,False,False,,,,,FIRST_HALF,1626735,10757,210307.0,0.431609,0.0661585,41257791.0,210311.0,0.732973,0.296277,,,Gianluigi,Donnarumma,1626.735,27.11225
729,41257819,10757,FIRST_HALF,1623191,1637988,Pass,Successful,True,True,False,,,,,FIRST_HALF,1636521,10757,210311.0,0.778428,0.799713,41257820.0,210305.0,0.396579,0.94472,,,Nicolo,Barella,1636.521,27.27535
730,41257820,10757,FIRST_HALF,1623191,1637988,Shot,Off Target,,,,,Head,0.13873231012870796,,FIRST_HALF,1637988,10757,210305.0,0.396579,0.94472,,,,,-0.281307,0.172248,Ciro,Immobile,1637.988,27.2998
732,41256857,10758,FIRST_HALF,1651641,1660340,Pass,Successful,False,False,False,,,,,FIRST_HALF,1651641,10758,210324.0,0.504278,0.0491615,41256858.0,210332.0,0.367766,0.0590201,,,Jiri,Pavlenka,1651.641,27.527350000000002
733,41256857,10758,FIRST_HALF,1651641,1660340,Set Piece,,,,,Goal Kick,,,,FIRST_HALF,1651641,10758,210324.0,0.504278,0.0491615,41256858.0,210332.0,0.367766,0.0590201,,,Jiri,Pavlenka,1651.641,27.527350000000002
735,41256863,10758,FIRST_HALF,1651641,1660340,Pass,Successful,False,False,False,,,,,FIRST_HALF,1656397,10758,210332.0,0.296525,0.145868,41256864.0,210334.0,0.245865,0.26318,,,Jakub,Brabec,1656.397,27.606616666666664
737,41256887,10758,FIRST_HALF,1651641,1660340,Control Under Pressure,,,,,,,,,FIRST_HALF,1658630,10758,210334.0,0.204114,0.293603,,,,,,,Antonin,Barak,1658.63,27.643833333333337
738,41256894,10758,FIRST_HALF,1651641,1660340,Pass,Unsuccessful,False,False,False,,,,,FIRST_HALF,1660340,10758,210334.0,0.155953,0.346639,41256895.0,,0.0,0.468894,,,Antonin,Barak,1660.34,27.67233333333333
