,id,players,ball,ball_x,ball_y
1336,1587,"7191,869;5786,256;4710,843;6698,568;7790,1828;4744,3922;1912,1839;3737,85;3723,1958;6529,4188;5902,2767;9360,2992;5984,416;4121,297;7501,965;5487,3709;5770,2189;6536,363;7314,1801;7653,2218;6558,4052;4873,800","3986,0",3986,0
1337,1588,"7178,873;5776,254;4699,846;6688,569;7785,1828;4735,3928;1900,1839;3720,82;3708,1961;6525,4193;5892,2771;9349,2993;5974,414;4113,304;7485,967;5476,3710;5759,2195;6528,367;7302,1794;7641,2221;6548,4051;4864,802","3986,0",3986,0
1338,1589,"7165,877;5766,252;4687,849;6678,570;7780,1829;4727,3934;1888,1838;3704,80;3693,1965;6521,4198;5882,2775;9338,2994;5963,412;4105,309;7468,972;5465,3709;5747,2201;6519,370;7289,1788;7628,2225;6539,4050;4855,805","3986,0",3986,0
1339,1590,"7151,881;5756,250;4676,852;6668,571;7774,1830;4720,3941;1877,1838;3688,78;3678,1968;6517,4202;5872,2779;9327,2996;5952,411;4097,313;7452,977;5454,3708;5736,2206;6511,374;7276,1782;7615,2228;6529,4049;4846,808","3986,0",3986,0
1340,1591,"7139,884;5746,248;4664,855;6657,572;7769,1831;4713,3948;1867,1838;3673,76;3663,1971;6513,4205;5862,2783;9317,2998;5942,410;4090,318;7435,981;5443,3708;5725,2209;6502,379;7264,1778;7603,2230;6520,4048;4838,812","3986,0",3986,0
1341,1592,"7126,887;5736,245;4653,857;6647,573;7762,1833;4706,3955;1857,1838;3658,74;3649,1973;6510,4209;5852,2787;9307,2999;5931,409;4082,324;7419,984;5432,3707;5714,2213;6494,384;7251,1774;7591,2232;6510,4047;4829,817","3986,0",3986,0
1342,1593,"7114,888;5727,244;4642,860;6636,574;7756,1836;4699,3961;1846,1836;3644,72;3634,1976;6506,4213;5842,2790;9298,3000;5920,406;4075,331;7403,986;5421,3707;5703,2215;6487,388;7239,1768;7579,2234;6500,4046;4820,821","3986,0",3986,0
1343,1594,"7101,889;5717,243;4631,862;6627,576;7748,1841;4691,3967;1835,1834;3630,71;3620,1979;6503,4217;5832,2792;9289,3000;5910,404;4069,338;7387,988;5410,3706;5692,2219;6480,393;7227,1762;7567,2236;6491,4045;4811,826","3986,0",3986,0
1344,1595,"7089,891;5708,241;4621,865;6617,577;7740,1846;4684,3973;1825,1831;3617,71;3606,1983;6499,4221;5822,2794;9281,3000;5899,401;4062,345;7371,991;5399,3707;5681,2224;6473,397;7215,1756;7554,2239;6482,4044;4802,829","3986,0",3986,0
1345,1596,"7077,894;5699,240;4611,868;6607,577;7732,1851;4677,3979;1814,1826;3605,69;3593,1987;6495,4225;5812,2797;9272,3000;5890,398;4055,351;7356,994;5388,3707;5670,2229;6466,401;7204,1749;7542,2243;6474,4044;4793,832","3986,0",3986,0
1346,1597,"7065,896;5690,240;4601,872;6597,577;7724,1858;4670,3984;1803,1822;3593,65;3579,1991;6491,4229;5803,2801;9263,3000;5880,395;4048,358;7340,997;5377,3708;5659,2234;6459,405;7193,1741;7529,2246;6466,4043;4783,835","3986,0",3986,0
1347,1598,"7052,901;5680,238;4591,875;6587,578;7716,1863;4664,3990;1793,1818;3580,61;3565,1995;6486,4235;5794,2805;9253,3000;5870,391;4041,363;7324,1000;5365,3709;5648,2239;6452,409;7183,1734;7517,2249;6459,4042;4775,839","3986,0",3986,0
1348,1599,"7038,905;5671,236;4581,879;6577,580;7708,1867;4658,3996;1783,1815;3568,58;3551,1999;6481,4240;5784,2809;9244,3000;5860,388;4034,368;7307,1003;5354,3710;5636,2243;6445,413;7173,1728;7504,2252;6452,4041;4767,843","3986,0",3986,0
1349,1600,"7026,909;5661,233;4571,882;6567,580;7700,1872;4652,4002;1775,1812;3557,54;3537,2002;6476,4246;5774,2813;9235,3001;5850,385;4027,373;7291,1006;5342,3710;5625,2245;6438,417;7162,1723;7491,2254;6445,4039;4759,846","3986,0",3986,0
1350,1601,"7013,911;5652,230;4560,884;6557,581;7692,1877;4647,4009;1767,1810;3545,51;3524,2005;6471,4252;5764,2817;9225,3002;5840,382;4021,380;7275,1008;5330,3710;5614,2247;6432,421;7152,1719;7479,2256;6439,4037;4750,850","3986,0",3986,0
1351,1602,"7001,912;5643,226;4550,886;6547,581;7684,1882;4643,4014;1759,1808;3533,47;3510,2009;6467,4258;5754,2821;9216,3004;5829,379;4014,387;7259,1010;5319,3709;5603,2247;6425,424;7142,1715;7466,2257;6432,4035;4742,853","3986,0",3986,0
1352,1603,"6989,912;5635,223;4541,889;6537,583;7677,1887;4639,4020;1751,1806;3521,47;3497,2013;6463,4263;5744,2824;9207,3005;5819,377;4008,395;7243,1011;5308,3708;5592,2249;6419,427;7132,1710;7454,2259;6425,4033;4734,857","3986,0",3986,0
1353,1604,"6978,914;5626,220;4532,893;6527,584;7670,1892;4635,4027;1742,1802;3509,45;3484,2018;6459,4268;5734,2828;9199,3005;5809,375;4001,402;7227,1013;5297,3707;5581,2251;6413,430;7123,1704;7442,2262;6418,4032;4726,860","3986,0",3986,0
1354,1605,"6966,916;5618,217;4523,897;6517,586;7663,1896;4631,4033;1733,1797;3497,43;3472,2023;6455,4273;5725,2832;9190,3005;5800,372;3993,410;7212,1015;5286,3707;5571,2252;6408,434;7113,1698;7429,2265;6411,4030;4717,862","3986,0",3986,0
1355,1606,"6955,918;5609,215;4514,901;6507,588;7657,1900;4627,4040;1725,1791;3485,41;3459,2029;6450,4281;5715,2838;9182,3006;5791,369;3986,417;7196,1017;5274,3706;5561,2253;6403,437;7105,1692;7417,2269;6405,4028;4709,864","3986,0",3986,0
1356,1607,"6943,921;5601,212;4505,906;6497,590;7650,1902;4623,4047;1717,1785;3474,41;3446,2035;6445,4291;5706,2843;9173,3005;5782,366;3978,425;7179,1021;5263,3705;5550,2255;6397,440;7096,1685;7404,2271;6398,4027;4700,866","3986,0",3986,0
1357,1608,"6931,923;5592,210;4496,911;6487,592;7644,1904;4619,4054;1709,1781;3463,40;3433,2040;6439,4302;5696,2849;9164,3005;5773,363;3970,434;7162,1024;5251,3704;5540,2256;6391,444;7088,1678;7392,2274;6393,4025;4692,870","3986,0",3986,0
1358,1609,"6919,924;5584,207;4486,915;6477,595;7637,1907;4616,4062;1703,1777;3451,39;3419,2044;6434,4314;5687,2854;9155,3004;5764,360;3962,443;7145,1026;5240,3703;5530,2257;6385,448;7080,1672;7379,2276;6387,4024;4685,874","3986,0",3986,0
1359,1610,"6908,925;5575,205;4477,918;6466,597;7630,1910;4613,4069;1697,1774;3439,40;3406,2048;6428,4325;5677,2860;9145,3004;5755,357;3955,453;7129,1028;5228,3701;5519,2257;6379,453;7072,1665;7367,2278;6382,4022;4678,879","3986,0",3986,0
1360,1611,"6896,926;5567,202;4468,921;6456,599;7624,1913;4610,4076;1691,1770;3428,41;3393,2053;6423,4337;5667,2865;9136,3003;5746,355;3947,465;7112,1029;5217,3698;5509,2256;6373,457;7064,1659;7355,2280;6377,4020;4671,884","3986,0",3986,0
1361,1612,"6885,927;5559,200;4459,924;6446,601;7617,1915;4607,4083;1686,1765;3417,43;3380,2057;6418,4348;5657,2869;9128,3003;5736,353;3939,476;7096,1030;5206,3696;5499,2256;6368,462;7056,1654;7342,2282;6371,4017;4664,889","3986,0",3986,0
1362,1613,"6873,928;5551,198;4451,929;6436,603;7610,1917;4604,4089;1681,1760;3406,47;3368,2063;6413,4357;5648,2873;9120,3003;5727,352;3930,487;7080,1031;5195,3693;5489,2256;6362,466;7048,1648;7330,2285;6366,4014;4657,893","3986,0",3986,0
1363,1614,"6862,930;5543,197;4443,933;6427,604;7604,1919;4600,4096;1676,1754;3396,51;3357,2070;6409,4365;5638,2878;9112,3002;5719,352;3922,498;7065,1033;5184,3690;5479,2257;6357,471;7041,1642;7318,2288;6360,4011;4650,898","3986,0",3986,0
1364,1615,"6850,932;5536,195;4435,938;6416,606;7598,1922;4597,4102;1671,1747;3387,55;3345,2076;6405,4373;5629,2884;9106,3001;5711,351;3912,508;7049,1036;5173,3688;5470,2258;6352,475;7033,1636;7306,2291;6355,4008;4642,902","3986,0",3986,0
1365,1616,"6837,936;5529,194;4426,943;6406,608;7592,1925;4593,4108;1666,1740;3377,61;3333,2083;6401,4384;5621,2890;9099,2999;5703,350;3903,518;7033,1038;5162,3686;5460,2260;6347,481;7026,1629;7294,2294;6350,4004;4634,905","3986,0",3986,0
1366,1617,"6825,940;5521,192;4418,948;6397,609;7585,1928;4589,4114;1662,1731;3368,66;3321,2088;6396,4397;5611,2896;9092,2997;5695,349;3894,528;7017,1041;5151,3684;5450,2262;6341,487;7019,1624;7281,2297;6344,4001;4627,909","3986,0",3986,0
1367,1618,"6812,943;5513,191;4409,952;6388,610;7578,1931;4584,4119;1659,1724;3359,69;3308,2093;6390,4411;5602,2901;9086,2995;5687,347;3885,538;7001,1044;5140,3683;5440,2264;6336,495;7012,1618;7268,2299;6338,3998;4619,913","3986,0",3986,0
1368,1619,"6799,946;5504,191;4400,955;6379,610;7572,1934;4580,4124;1657,1717;3349,73;3296,2097;6385,4426;5592,2906;9079,2993;5680,347;3876,550;6986,1044;5129,3681;5430,2265;6330,503;7004,1613;7256,2301;6333,3995;4612,917","3986,0",3986,0
1369,1620,"6786,948;5497,189;4392,959;6370,611;7565,1937;4575,4128;1655,1711;3340,77;3284,2102;6379,4441;5583,2911;9073,2991;5672,345;3868,563;6971,1044;5117,3679;5420,2267;6324,509;6997,1608;7244,2302;6329,3992;4606,922","3986,0",3986,0
1370,1621,"6774,949;5490,187;4383,963;6361,611;7558,1940;4571,4131;1653,1706;3332,80;3271,2105;6374,4454;5573,2916;9065,2989;5664,345;3859,576;6957,1044;5106,3677;5410,2268;6319,513;6990,1603;7232,2303;6324,3989;4599,927","3986,0",3986,0
1371,1622,"6761,951;5482,186;4376,968;6352,612;7551,1943;4567,4134;1652,1702;3323,82;3260,2110;6370,4465;5564,2921;9058,2988;5656,344;3849,588;6942,1044;5095,3674;5401,2270;6314,517;6982,1599;7220,2305;6320,3985;4593,932","3986,0",3986,0
1372,1623,"6748,955;5475,183;4369,974;6344,613;7544,1945;4563,4136;1651,1697;3315,86;3249,2116;6366,4474;5555,2926;9051,2987;5648,344;3840,598;6928,1045;5085,3671;5392,2271;6308,521;6974,1595;7208,2307;6315,3981;4587,935","3986,0",3986,0
1373,1624,"6736,959;5468,181;4361,981;6336,614;7537,1947;4559,4138;1650,1692;3308,89;3238,2122;6362,4483;5545,2932;9045,2986;5641,345;3830,608;6913,1047;5074,3668;5383,2273;6303,524;6966,1592;7196,2309;6310,3976;4580,938","3986,0",3986,0
1374,1625,"6723,962;5462,179;4354,988;6328,615;7530,1949;4555,4140;1649,1688;3301,93;3227,2128;6358,4495;5536,2938;9039,2985;5634,347;3819,618;6898,1050;5063,3665;5374,2274;6297,526;6958,1588;7184,2311;6306,3972;4573,939","3986,0",3986,0
1375,1626,"6709,965;5456,176;4346,994;6320,616;7523,1951;4550,4141;1648,1683;3294,96;3216,2133;6353,4509;5527,2945;9033,2984;5627,348;3810,628;6883,1052;5052,3663;5365,2275;6292,529;6951,1585;7172,2313;6301,3969;4565,941","3986,0",3986,0
1376,1627,"6695,969;5449,174;4338,1001;6312,618;7516,1953;4546,4143;1647,1679;3289,100;3204,2138;6348,4524;5518,2951;9028,2982;5620,349;3800,639;6868,1055;5041,3660;5357,2276;6286,533;6943,1582;7160,2314;6296,3966;4558,943","3986,0",3986,0
1377,1628,"6682,972;5443,170;4330,1006;6304,619;7509,1955;4541,4144;1645,1675;3283,103;3192,2141;6342,4541;5508,2957;9022,2980;5614,348;3791,651;6854,1056;5030,3657;5348,2277;6280,537;6935,1580;7148,2315;6292,3964;4551,945","3986,0",3986,0
1378,1629,"6669,974;5436,167;4321,1010;6296,620;7503,1957;4536,4146;1644,1670;3278,105;3181,2145;6337,4558;5499,2963;9017,2979;5608,346;3782,665;6839,1057;5018,3654;5340,2277;6275,542;6927,1578;7136,2315;6288,3962;4543,947","3986,0",3986,0
1379,1630,"6656,976;5429,164;4313,1014;6290,621;7496,1958;4531,4148;1642,1666;3272,107;3169,2149;6332,4573;5489,2967;9011,2978;5602,345;3773,679;6825,1058;5007,3651;5331,2277;6269,546;6918,1576;7124,2316;6283,3960;4536,950","3986,0",3986,0
1380,1631,"6644,979;5422,162;4306,1018;6283,622;7490,1959;4526,4151;1640,1662;3268,108;3158,2154;6328,4587;5480,2971;9005,2978;5595,343;3764,693;6810,1058;4997,3646;5323,2276;6263,550;6910,1574;7112,2316;6279,3958;4529,954","3986,0",3986,0
1381,1632,"6631,983;5416,160;4299,1023;6275,624;7484,1960;4521,4155;1639,1658;3263,107;3148,2159;6325,4599;5471,2976;8998,2977;5588,343;3754,706;6796,1060;4986,3642;5315,2276;6257,553;6901,1572;7101,2317;6275,3957;4523,959","3986,0",3986,0
1382,1633,"6618,987;5409,157;4292,1029;6269,625;7477,1960;4516,4160;1636,1655;3259,105;3137,2165;6321,4609;5462,2981;8992,2977;5581,342;3744,718;6782,1063;4976,3638;5307,2276;6252,554;6892,1570;7090,2318;6270,3956;4517,964","3986,0",3986,0
1383,1634,"6605,992;5403,155;4285,1035;6262,625;7471,1960;4512,4165;1634,1651;3255,103;3126,2169;6318,4620;5454,2988;8986,2976;5574,340;3735,729;6766,1066;4965,3634;5300,2277;6247,555;6884,1568;7078,2319;6266,3954;4511,969","3986,0",3986,0
1384,1635,"6591,997;5396,153;4277,1040;6255,626;7464,1961;4507,4170;1631,1648;3251,100;3115,2174;6315,4633;5445,2994;8979,2976;5567,339;3725,740;6751,1071;4954,3631;5292,2278;6241,557;6876,1567;7066,2321;6262,3952;4505,973","3986,0",3986,0
1385,1636,"6577,1002;5390,152;4269,1043;6249,626;7458,1961;4502,4174;1628,1645;3247,97;3104,2178;6311,4647;5435,3000;8973,2975;5560,338;3716,751;6735,1075;4943,3628;5285,2279;6235,561;6868,1567;7054,2322;6258,3949;4498,975","3986,0",3986,0
1386,1637,"6564,1006;5383,151;4261,1046;6242,625;7451,1961;4497,4179;1624,1641;3244,95;3093,2183;6306,4663;5426,3005;8967,2974;5553,337;3708,764;6720,1078;4933,3625;5278,2280;6230,566;6861,1567;7042,2323;6253,3945;4490,978","3986,0",3986,0
1387,1638,"6551,1009;5377,151;4252,1049;6236,625;7444,1962;4491,4183;1620,1637;3241,93;3083,2187;6302,4680;5416,3010;8961,2974;5547,337;3699,777;6705,1081;4922,3623;5270,2280;6225,572;6854,1567;7030,2323;6249,3941;4483,981","3986,0",3986,0
1388,1639,"6538,1012;5370,151;4244,1051;6230,624;7437,1963;4485,4187;1615,1632;3238,92;3072,2193;6297,4696;5407,3015;8955,2973;5541,335;3691,792;6690,1083;4911,3620;5261,2281;6220,576;6847,1567;7018,2323;6244,3938;4476,984","3986,0",3986,0
1389,1640,"6525,1015;5363,150;4237,1055;6223,623;7430,1964;4480,4191;1610,1627;3235,90;3062,2199;6293,4710;5397,3020;8949,2972;5535,334;3681,806;6676,1086;4900,3617;5253,2283;6215,581;6840,1567;7007,2323;6239,3935;4469,988","3986,0",3986,0
1390,1641,"6512,1020;5356,149;4229,1059;6217,622;7424,1964;4474,4196;1604,1622;3232,89;3052,2205;6289,4722;5388,3025;8943,2971;5529,331;3671,818;6661,1090;4890,3613;5245,2284;6210,586;6833,1568;6995,2324;6234,3932;4461,991","3986,0",3986,0
1391,1642,"6500,1024;5349,147;4222,1064;6211,621;7418,1965;4469,4200;1598,1616;3229,87;3042,2213;6286,4732;5379,3030;8938,2970;5522,329;3661,828;6646,1094;4880,3610;5238,2286;6206,590;6826,1569;6984,2326;6228,3929;4455,994","3986,0",3986,0
1392,1643,"6487,1028;5341,147;4214,1069;6205,620;7412,1966;4463,4205;1592,1611;3226,85;3032,2221;6284,4742;5371,3037;8932,2969;5515,327;3651,839;6630,1099;4869,3607;5230,2288;6201,595;6818,1569;6973,2327;6223,3925;4448,998","3986,0",3986,0
1393,1644,"6473,1033;5334,147;4206,1074;6199,620;7405,1967;4458,4210;1586,1606;3223,84;3022,2228;6280,4754;5362,3043;8927,2967;5508,326;3641,850;6615,1105;4859,3603;5223,2291;6196,598;6811,1569;6962,2329;6217,3922;4442,1003","3986,0",3986,0
1394,1645,"6459,1037;5328,146;4198,1080;6194,619;7398,1968;4452,4215;1579,1601;3219,82;3012,2235;6276,4768;5352,3050;8922,2965;5501,326;3631,861;6599,1110;4848,3601;5216,2293;6191,602;6804,1570;6950,2330;6213,3918;4435,1006","3986,0",3986,0
1395,1646,"6446,1040;5321,144;4190,1085;6188,617;7391,1969;4447,4220;1573,1597;3216,80;3002,2241;6272,4782;5343,3056;8917,2963;5494,325;3622,873;6584,1114;4837,3599;5209,2296;6187,605;6796,1571;6939,2330;6208,3913;4429,1009","3986,0",3986,0
1396,1647,"6432,1043;5315,143;4182,1089;6182,616;7384,1969;4442,4225;1567,1593;3213,80;2992,2247;6267,4798;5333,3062;8912,2962;5487,325;3612,887;6569,1117;4826,3597;5202,2298;6183,607;6790,1573;6927,2331;6204,3908;4421,1011","3986,0",3986,0
1397,1648,"6419,1045;5310,143;4173,1093;6176,616;7378,1970;4436,4229;1560,1589;3211,81;2982,2253;6262,4814;5324,3067;8907,2960;5480,324;3603,902;6554,1120;4816,3595;5194,2300;6178,610;6784,1574;6915,2332;6200,3902;4414,1011","3986,0",3986,0
1398,1649,"6406,1048;5304,141;4165,1096;6170,615;7370,1971;4431,4234;1553,1586;3208,81;2973,2260;6258,4830;5314,3072;8902,2958;5474,324;3593,917;6540,1124;4805,3592;5186,2300;6174,611;6777,1575;6904,2332;6196,3896;4406,1012","3986,0",3986,0
1399,1650,"6393,1051;5298,139;4158,1101;6165,614;7363,1972;4426,4238;1547,1583;3206,82;2964,2268;6254,4843;5305,3077;8897,2957;5468,324;3582,931;6526,1127;4795,3589;5178,2300;6170,613;6771,1576;6893,2333;6192,3890;4398,1012","3986,0",3986,0
1400,1651,"6380,1056;5293,137;4151,1107;6159,614;7356,1973;4420,4242;1540,1579;3204,83;2956,2276;6251,4855;5296,3082;8892,2956;5462,323;3571,942;6512,1130;4785,3587;5170,2301;6167,613;6765,1576;6882,2334;6188,3885;4390,1013","3986,0",3986,0
1401,1652,"6366,1061;5287,134;4143,1112;6153,615;7349,1974;4414,4246;1533,1576;3201,84;2948,2284;6247,4866;5287,3089;8887,2956;5456,321;3561,953;6497,1134;4774,3585;5163,2302;6164,614;6759,1575;6871,2335;6183,3882;4382,1016","3986,0",3986,0
1402,1653,"6351,1068;5281,131;4136,1116;6146,616;7342,1976;4407,4249;1526,1573;3198,84;2939,2291;6244,4877;5279,3096;8883,2955;5449,319;3551,965;6483,1138;4764,3583;5155,2303;6161,613;6753,1575;6859,2336;6179,3878;4374,1018","3986,0",3986,0
1403,1654,"6337,1073;5274,126;4128,1120;6140,618;7335,1977;4401,4253;1518,1570;3195,84;2930,2297;6241,4889;5270,3101;8878,2954;5442,316;3541,976;6468,1142;4754,3582;5149,2303;6158,613;6747,1574;6847,2338;6175,3875;4366,1020","3986,0",3986,0
1404,1655,"6324,1077;5268,123;4120,1124;6134,620;7328,1978;4395,4258;1510,1568;3192,84;2922,2304;6237,4904;5260,3107;8874,2953;5436,314;3531,989;6453,1146;4744,3581;5143,2303;6154,613;6741,1574;6836,2339;6172,3872;4358,1022","3986,0",3986,0
1405,1656,"6310,1079;5261,121;4112,1127;6128,622;7322,1979;4388,4262;1502,1565;3189,83;2913,2310;6233,4919;5250,3112;8869,2952;5429,312;3522,1003;6439,1148;4733,3580;5136,2304;6151,614;6735,1573;6824,2340;6168,3869;4351,1024","3986,0",3986,0
1406,1657,"6296,1082;5255,118;4104,1130;6122,625;7315,1979;4381,4267;1494,1562;3186,83;2905,2316;6228,4936;5240,3117;8864,2952;5422,311;3513,1019;6425,1150;4723,3580;5130,2305;6147,614;6728,1572;6813,2339;6165,3866;4344,1026","3986,0",3986,0
1407,1658,"6283,1085;5248,116;4096,1134;6116,627;7309,1980;4375,4272;1485,1558;3183,82;2897,2322;6224,4952;5231,3123;8859,2951;5415,309;3503,1034;6411,1153;4713,3580;5123,2306;6144,613;6723,1571;6801,2339;6163,3862;4336,1027","3986,0",3986,0
1408,1659,"6270,1087;5242,114;4089,1138;6110,628;7302,1980;4368,4277;1476,1555;3180,81;2890,2330;6220,4966;5222,3128;8853,2952;5408,308;3493,1047;6398,1156;4703,3579;5117,2307;6141,610;6718,1571;6790,2339;6160,3859;4328,1028","3986,0",3986,0
1409,1660,"6257,1091;5235,112;4082,1145;6104,629;7295,1980;4362,4282;1467,1552;3177,80;2883,2338;6217,4978;5213,3133;8847,2952;5401,306;3482,1059;6384,1160;4693,3579;5110,2308;6138,607;6712,1571;6778,2340;6156,3855;4320,1029","3986,0",3986,0
1410,1661,"6243,1094;5229,111;4075,1152;6099,630;7288,1981;4355,4287;1458,1548;3175,80;2876,2347;6214,4989;5204,3140;8841,2953;5394,305;3471,1070;6369,1164;4684,3578;5103,2309;6134,604;6707,1571;6768,2341;6153,3850;4311,1031","3986,0",3986,0
1411,1662,"6229,1098;5223,110;4068,1159;6093,631;7281,1981;4348,4292;1448,1545;3172,79;2870,2355;6211,4999;5195,3147;8835,2953;5388,305;3460,1080;6355,1170;4674,3578;5096,2310;6130,604;6702,1571;6757,2342;6149,3845;4303,1032","3986,0",3986,0
1412,1663,"6216,1100;5217,109;4061,1166;6087,633;7273,1981;4342,4296;1438,1541;3169,79;2863,2364;6208,5011;5186,3154;8829,2954;5382,304;3449,1090;6340,1175;4665,3577;5090,2311;6126,602;6696,1571;6746,2343;6145,3841;4295,1033","3986,0",3986,0
1413,1664,"6202,1102;5211,109;4053,1173;6081,634;7266,1981;4335,4300;1428,1538;3167,78;2856,2371;6203,5024;5177,3160;8823,2954;5376,303;3438,1101;6326,1179;4655,3578;5083,2313;6122,600;6690,1570;6734,2344;6142,3837;4286,1035","3986,0",3986,0
1414,1665,"6189,1103;5205,110;4046,1180;6074,636;7259,1982;4328,4304;1417,1535;3164,77;2848,2378;6199,5039;5167,3167;8817,2955;5370,301;3428,1113;6312,1181;4646,3578;5078,2315;6118,597;6684,1571;6723,2345;6138,3833;4278,1037","3986,0",3986,0
1415,1666,"6175,1103;5199,110;4038,1185;6068,637;7253,1982;4321,4308;1407,1533;3162,76;2841,2384;6195,5055;5158,3172;8811,2955;5364,300;3417,1127;6298,1184;4637,3579;5072,2317;6114,596;6678,1571;6711,2345;6135,3829;4270,1038","3986,0",3986,0
1416,1667,"6162,1103;5193,111;4031,1191;6062,639;7246,1982;4315,4313;1398,1531;3160,76;2834,2390;6190,5072;5148,3177;8805,2955;5358,299;3406,1139;6284,1186;4627,3578;5067,2319;6110,594;6671,1572;6700,2345;6131,3826;4262,1039","3986,0",3986,0
1417,1668,"6149,1103;5187,112;4024,1197;6056,640;7240,1982;4309,4318;1388,1529;3158,75;2828,2397;6185,5088;5139,3183;8800,2955;5351,300;3393,1150;6271,1189;4618,3578;5061,2321;6105,593;6664,1573;6689,2345;6127,3822;4255,1040","3986,0",3986,0
1418,1669,"6135,1105;5182,114;4017,1203;6051,640;7234,1981;4302,4323;1378,1528;3156,74;2822,2405;6181,5102;5131,3188;8794,2956;5345,300;3381,1159;6258,1192;4610,3578;5056,2323;6101,593;6656,1574;6678,2345;6123,3818;4248,1041","3986,0",3986,0
1419,1670,"6121,1108;5177,116;4011,1209;6046,640;7227,1981;4296,4328;1369,1526;3155,74;2817,2412;6177,5114;5122,3194;8788,2957;5338,301;3368,1168;6244,1195;4602,3579;5050,2325;6097,591;6649,1576;6667,2345;6118,3814;4241,1041","3986,0",3986,0
1420,1671,"6107,1111;5171,116;4005,1216;6040,639;7220,1981;4289,4333;1359,1525;3153,73;2812,2419;6174,5124;5114,3201;8783,2957;5332,301;3355,1176;6230,1198;4593,3579;5044,2326;6093,588;6643,1577;6656,2346;6115,3809;4233,1041","3986,0",3986,0
1421,1672,"6093,1114;5166,118;3999,1221;6034,639;7213,1981;4282,4338;1349,1523;3152,72;2806,2425;6171,5134;5105,3208;8777,2959;5326,301;3343,1182;6216,1202;4585,3580;5038,2327;6088,586;6636,1579;6645,2348;6110,3804;4225,1040","3986,0",3986,0
1422,1673,"6079,1116;5160,119;3993,1227;6029,639;7206,1982;4276,4344;1338,1521;3151,72;2800,2429;6168,5146;5096,3214;8771,2961;5320,301;3330,1190;6201,1205;4577,3581;5032,2328;6084,585;6630,1581;6634,2349;6106,3800;4217,1041","3986,0",3986,0
1423,1674,"6065,1117;5155,120;3986,1231;6023,640;7199,1983;4269,4349;1328,1518;3150,72;2794,2433;6164,5160;5087,3219;8765,2962;5314,302;3319,1199;6188,1207;4569,3582;5026,2329;6078,585;6623,1582;6623,2350;6101,3795;4209,1041","3986,0",3986,0
1424,1675,"6052,1117;5149,120;3979,1235;6017,642;7191,1982;4263,4355;1317,1514;3150,72;2788,2437;6160,5175;5077,3224;8760,2964;5309,302;3308,1208;6174,1207;4560,3583;5021,2329;6073,587;6617,1583;6612,2350;6097,3790;4201,1042","3986,0",3986,0
1425,1676,"6039,1116;5144,121;3972,1237;6011,643;7184,1982;4257,4361;1307,1511;3149,72;2782,2440;6155,5192;5067,3229;8754,2965;5303,301;3296,1216;6161,1208;4552,3584;5016,2330;6068,588;6609,1584;6601,2350;6092,3787;4193,1042","3986,0",3986,0
1426,1677,"6025,1117;5138,120;3966,1241;6004,643;7177,1982;4251,4366;1296,1509;3150,73;2777,2444;6150,5207;5058,3233;8749,2967;5298,301;3283,1223;6148,1208;4544,3584;5011,2331;6064,587;6602,1585;6590,2350;6087,3785;4185,1043","3986,0",3986,0
1427,1678,"6012,1118;5132,119;3960,1244;5997,643;7170,1982;4244,4371;1286,1508;3150,73;2771,2448;6146,5221;5049,3238;8744,2968;5292,300;3271,1230;6135,1209;4536,3585;5006,2331;6059,588;6594,1586;6579,2350;6083,3783;4178,1044","3986,0",3986,0
1428,1679,"5999,1119;5126,117;3954,1248;5991,644;7163,1982;4238,4376;1276,1506;3151,74;2767,2453;6142,5233;5040,3244;8738,2970;5286,299;3259,1237;6121,1211;4529,3585;5001,2333;6054,590;6585,1588;6569,2350;6078,3780;4172,1046","3986,0",3986,0
1429,1680,"5985,1121;5119,116;3948,1251;5985,645;7157,1982;4232,4381;1265,1504;3151,75;2762,2458;6139,5243;5031,3249;8733,2972;5279,298;3246,1242;6107,1213;4522,3586;4996,2334;6049,594;6577,1589;6559,2350;6073,3778;4166,1048","3986,0",3986,0
1430,1681,"5971,1122;5112,114;3943,1256;5979,647;7150,1983;4225,4386;1255,1503;3152,76;2758,2463;6136,5252;5021,3255;8728,2975;5273,297;3234,1248;6093,1216;4516,3586;4990,2335;6043,598;6569,1592;6549,2349;6068,3777;4159,1050","3986,0",3986,0
1431,1682,"5958,1123;5105,112;3938,1260;5973,647;7144,1982;4219,4391;1244,1501;3153,77;2754,2469;6133,5262;5012,3261;8722,2977;5267,297;3223,1254;6079,1218;4509,3586;4985,2337;6037,603;6561,1595;6540,2350;6063,3774;4153,1052","3986,0",3986,0
1432,1683,"5944,1123;5098,110;3932,1264;5969,646;7137,1982;4212,4395;1234,1500;3154,78;2749,2474;6129,5274;5001,3266;8717,2979;5260,297;3212,1262;6065,1219;4502,3586;4979,2337;6030,606;6554,1598;6530,2350;6059,3772;4146,1054","3986,0",3986,0
1433,1684,"5931,1122;5090,109;3926,1267;5964,645;7131,1981;4205,4399;1224,1498;3155,79;2745,2478;6125,5288;4991,3271;8712,2981;5253,297;3201,1270;6051,1219;4496,3586;4974,2338;6024,608;6546,1601;6521,2350;6055,3770;4140,1056","3986,0",3986,0
